Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (m²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
0.126;0;0;-9.3143;0;9.3543;0;0;0;0;0;0.86407;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0088225;564672;3.7718;0;0.86965;-4.8163e-8;0.59166;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.026137
0.128;0;0;-9.3079;0;9.3479;0;0;0;0;0;0.86347;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0088223;564660;3.8345;0;0.86965;-4.8163e-8;0.59167;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.026352
0.13;0;0;-9.3014;0;9.3414;0;0;0;0;0;0.86287;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0088221;564647;3.8973;0;0.86966;-4.8163e-8;0.59167;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.026565
0.132;0;0;-9.2941;0;9.334;0;0;0;0;0;0.86219;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0088219;564634;3.9684;0;0.86966;-4.8163e-8;0.59167;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.026776
0.134;0;0;-9.2816;0;9.3214;0;0;0;0;0;0.86103;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.5;6.1689;0.014993;NaN;1497.2;NaN;0.0088217;564622;4.09;0;0.86966;-4.8163e-8;0.59167;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.027
0.136;0;0;-9.2682;0;9.308;0;0;0;0;0;0.85978;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088215;564609;4.22;0;0.86966;-4.8164e-8;0.59168;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.02721
0.138;0;0;-9.2548;0;9.2945;0;0;0;0;0;0.85854;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088213;564596;4.35;0;0.86967;-4.8164e-8;0.59168;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.027419
0.14;0;0;-9.2414;0;9.2811;0;0;0;0;0;0.8573;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088211;564584;4.48;0;0.86967;-4.8164e-8;0.59168;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.027629
0.142;0;0;-9.228;0;9.2676;0;0;0;0;0;0.85606;-23.364;-48;9.7864;90.161;0;0;0;9665.9;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088209;564571;4.61;0;0.86967;-4.8164e-8;0.59169;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.027839
0.144;0;0;-9.2146;0;9.2542;0;0;0;0;0;0.85481;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088207;564559;4.74;0;0.86968;-4.8164e-8;0.59169;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.028049
0.146;0;0;-9.2012;0;9.2407;0;0;0;0;0;0.85357;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088205;564546;4.87;0;0.86968;-4.8164e-8;0.59169;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.028264
0.148;0;0;-9.1878;0;9.2273;0;0;0;0;0;0.85233;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088203;564533;5;0;0.86968;-4.8165e-8;0.59169;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.028474
0.15;0;0;-9.1744;0;9.2138;0;0;0;0;0;0.85109;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088201;564521;5.13;0;0.86968;-4.8165e-8;0.5917;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.028686
0.152;0;0;-9.161;0;9.2004;0;0;0;0;0;0.84984;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088584;566969;5.26;0;0.86915;-4.8135e-8;0.59116;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.028895
0.154;0;0;-9.1489;0;9.1882;0;0;0;0;0;0.84872;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0088966;569417;5.3781;0;0.86861;-4.8105e-8;0.59062;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.029105
0.156;0;0;-9.1441;0;9.1833;0;0;0;0;0;0.84827;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.4;6.1689;0.014993;NaN;1497.2;NaN;0.0089349;571865;5.4245;0;0.86808;-4.8076e-8;0.59009;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.029314
0.158;0;0;-9.1405;0;9.1798;0;0;0;0;0;0.84794;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.3;6.1689;0.014993;NaN;1497.2;NaN;0.0089731;574314;5.4591;0;0.86755;-4.8047e-8;0.58956;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.029525
0.16;0;0;-9.137;0;9.1762;0;0;0;0;0;0.84761;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.3;6.1689;0.014993;NaN;1497.2;NaN;0.0090114;576762;5.4936;0;0.86702;-4.8017e-8;0.58904;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.029735
0.162;0;0;-9.1334;0;9.1726;0;0;0;0;0;0.84728;-23.364;-48;9.7864;90.161;0;0;0;9665.8;1409.3;6.1689;0.014993;NaN;1497.2;NaN;0.0090496;579210;5.5282;0;0.8665;-4.7988e-8;0.58851;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.029946
0.164;0;0;-9.1299;0;9.1691;0;0;0;0;0;0.84695;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0090879;581658;5.5627;0;0.86598;-4.796e-8;0.58799;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.030155
0.166;0;0;-9.1263;0;9.1655;0;0;0;0;0;0.84662;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0091261;584107;5.5973;0;0.86546;-4.7931e-8;0.58748;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.030364
0.168;0;0;-9.1227;0;9.1619;0;0;0;0;0;0.84629;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0091644;586555;5.6318;0;0.86495;-4.7902e-8;0.58696;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.030595
0.17;0;0;-9.1192;0;9.1583;0;0;0;0;0;0.84596;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0092026;589003;5.6664;0;0.86444;-4.7874e-8;0.58645;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.030806
0.172;0;0;-9.1156;0;9.1548;0;0;0;0;0;0.84563;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0092409;591451;5.7009;0;0.86393;-4.7846e-8;0.58594;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.031067
0.174;0;0;-9.1121;0;9.1512;0;0;0;0;0;0.8453;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.3;6.1688;0.014993;NaN;1497.2;NaN;0.0092791;593900;5.7355;0;0.86342;-4.7818e-8;0.58543;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.031278
0.176;0;0;-9.1074;0;9.1465;0;0;0;0;0;0.84487;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0093174;596348;5.7809;0;0.86292;-4.779e-8;0.58493;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.031489
0.178;0;0;-9.0959;0;9.135;0;0;0;0;0;0.84381;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0093556;598796;5.8918;0;0.86242;-4.7762e-8;0.58443;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.031698
0.18;0;0;-9.0834;0;9.1224;0;0;0;0;0;0.84264;-23.364;-48;9.7864;90.161;0;0;0;9665.7;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0093939;601244;6.0136;0;0.86192;-4.7735e-8;0.58393;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.031905
0.182;0;0;-9.0708;0;9.1098;0;0;0;0;0;0.84148;-23.364;-48;9.7864;90.161;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0094321;603693;6.1355;0;0.86142;-4.7707e-8;0.58344;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.032113
0.184;0;0;-9.0583;0;9.0972;0;0;0;0;0;0.84031;-23.364;-48;9.7864;90.161;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0094704;606141;6.2573;0;0.86093;-4.768e-8;0.58294;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.032322
0.186;0;0;-9.0457;0;9.0846;0;0;0;0;0;0.83915;-23.364;-48;9.7864;90.161;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0095086;608589;6.3791;0;0.86044;-4.7653e-8;0.58245;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.03253
0.188;0;0;-9.0332;0;9.072;0;0;0;0;0;0.83798;-23.364;-48;9.7864;90.161;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0095469;611037;6.5009;0;0.85995;-4.7626e-8;0.58197;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.03275
0.19;0;0;-9.0206;0;9.0594;0;0;0;0;0;0.83682;-23.364;-48;9.7864;90.161;0;0;0;9665.6;1409.2;6.1688;0.014993;NaN;1497.2;NaN;0.0095851;613486;6.6227;0;0.85947;-4.7599e-8;0.58148;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.032959
0.192;0;0;-9.0081;0;9.0468;0;0;0;0;0;0.83566;-23.364;-48;9.7864;90.161;0;0;0;9665.6;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0096234;615934;6.7445;0;0.85899;-4.7572e-8;0.581;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.033175
0.194;0;0;-8.9955;0;9.0342;0;0;0;0;0;0.83449;-23.364;-48;9.7864;90.161;0;0;0;9665.6;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0096616;618382;6.8664;0;0.85851;-4.7546e-8;0.58052;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.033397
0.196;0;0;-8.983;0;9.0216;0;0;0;0;0;0.83333;-23.364;-48;9.7864;90.161;0;0;0;9665.6;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0096999;620830;6.9882;0;0.85803;-4.7519e-8;0.58004;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.033606
0.198;0;0;-8.9735;0;9.0121;0;0;0;0;0;0.83245;-23.364;-48;9.7864;90.161;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0097382;623279;7.08;0;0.85755;-4.7493e-8;0.57957;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.033815
0.2;0;0;-8.9826;0;9.0212;0;0;0;0;0;0.83329;-23.364;-48;9.7864;90.161;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0097764;625727;6.9917;0;0.85708;-4.7467e-8;0.57909;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.03595
0.202;0;0;-8.9948;0;9.0334;0;0;0;0;0;0.83442;-23.364;-48;9.7864;90.161;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0097825;626120;6.8735;0;0.85701;-4.7463e-8;0.57902;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.036789
0.204;0;0;-9.007;0;9.0457;0;0;0;0;0;0.83555;-23.364;-48;9.7864;90.161;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0097887;626513;6.7552;0;0.85693;-4.7458e-8;0.57894;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.037282
0.206;0;0;-9.0192;0;9.0579;0;0;0;0;0;0.83668;-23.364;-48;9.7864;90.161;0;0;0;9665.5;1409.1;6.1688;0.014993;NaN;1497.2;NaN;0.0097948;626906;6.637;0;0.85686;-4.7454e-8;0.57887;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.03776
0.208;0;0;-9.0314;0;9.0701;0;0;0;0;0;0.83781;-23.364;-48;9.7864;90.161;0;0;0;9665.5;1409;6.1688;0.014993;NaN;1497.2;NaN;0.009801;627299;6.5187;0;0.85678;-4.745e-8;0.57879;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.038254
0.21;0;0;-9.0435;0;9.0824;0;0;0;0;0;0.83894;-23.364;-48;9.7864;90.161;0;0;0;9665.5;1409;6.1687;0.014993;NaN;1497.2;NaN;0.0098071;627692;6.4004;0;0.8567;-4.7446e-8;0.57871;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.038742
0.212;0;0;-9.0557;0;9.0946;0;0;0;0;0;0.84007;-23.364;-48;9.7864;90.161;0;0;0;9665.5;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0098133;628085;6.2822;0;0.85663;-4.7442e-8;0.57864;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.03928
0.214;0;0;-9.0679;0;9.1068;0;0;0;0;0;0.8412;-23.364;-48;9.7864;90.161;0;0;0;9665.4;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0098194;628479;6.1639;0;0.85655;-4.7438e-8;0.57856;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.039817
0.216;0;0;-9.0801;0;9.1191;0;0;0;0;0;0.84233;-23.364;-48;9.7864;90.161;0;0;0;9665.4;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0098255;628872;6.0457;0;0.85648;-4.7433e-8;0.57849;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.040289
0.218;0;0;-9.0923;0;9.1313;0;0;0;0;0;0.84346;-23.364;-48;9.7864;90.161;0;0;0;9665.4;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0098317;629265;5.9274;0;0.8564;-4.7429e-8;0.57841;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.04068
0.22;0;0;-9.1044;0;9.1435;0;0;0;0;0;0.84459;-23.364;-48;9.7864;90.161;0;0;0;9665.4;1409;6.1687;0.014993;NaN;1497.1;NaN;0.0098378;629658;5.8091;0;0.85633;-4.7425e-8;0.57834;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.041563
0.222;0;0;-9.1075;0;9.1466;0;0;0;0;0;0.84488;-23.364;-48;9.7864;90.161;0;0;0;9665.4;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.009844;630051;5.779;0;0.85625;-4.7421e-8;0.57826;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.042116
0.224;0;0;-9.1016;0;9.1406;0;0;0;0;0;0.84433;-23.364;-48;9.7864;90.161;0;0;0;9665.4;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0098501;630444;5.8371;0;0.85618;-4.7417e-8;0.57819;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.042524
0.226;0;0;-9.0956;0;9.1346;0;0;0;0;0;0.84377;-23.364;-48;9.7864;90.161;0;0;0;9665.4;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0098562;630837;5.8952;0;0.8561;-4.7413e-8;0.57811;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.043195
0.228;0;0;-9.0896;0;9.1286;0;0;0;0;0;0.84322;-23.364;-48;9.7864;90.161;0;0;0;9665.4;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0098624;631230;5.9533;0;0.85603;-4.7408e-8;0.57804;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.043824
0.23;0;0;-9.0836;0;9.1226;0;0;0;0;0;0.84266;-23.364;-48;9.7864;90.161;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0098685;631623;6.0114;0;0.85595;-4.7404e-8;0.57796;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.044315
0.232;0;0;-9.0776;0;9.1166;0;0;0;0;0;0.8421;-23.364;-48;9.7864;90.161;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0098747;632016;6.0695;0;0.85588;-4.74e-8;0.57789;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.04471
0.234;0;0;-9.0716;0;9.1106;0;0;0;0;0;0.84155;-23.364;-48;9.7864;90.161;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0098808;632410;6.1276;0;0.8558;-4.7396e-8;0.57781;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.045139
0.236;0;0;-9.0656;0;9.1046;0;0;0;0;0;0.84099;-23.364;-48;9.7864;90.161;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.009887;632803;6.1857;0;0.85573;-4.7392e-8;0.57774;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.045518
0.238;0;0;-9.0597;0;9.0986;0;0;0;0;0;0.84044;-23.364;-48;9.7864;90.161;0;0;0;9665.3;1408.9;6.1687;0.014993;NaN;1497.1;NaN;0.0098931;633196;6.2438;0;0.85566;-4.7388e-8;0.57767;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.045927
0.24;0;0;-9.0537;0;9.0925;0;0;0;0;0;0.83988;-23.364;-48;9.7864;90.161;0;0;0;9665.3;1408.8;6.1687;0.014993;NaN;1497.1;NaN;0.0098992;633589;6.3019;0;0.85558;-4.7384e-8;0.57759;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.046278
0.242;0;0;-9.0503;0;9.0892;0;0;0;0;0;0.83957;-23.364;-48;9.7864;90.161;0;0;0;9665.3;1408.8;6.1687;0.014993;NaN;1497.1;NaN;0.0099054;633982;6.3345;0;0.85551;-4.738e-8;0.57752;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.04664
0.244;0;0;-9.0627;0;9.1016;0;0;0;0;0;0.84072;-23.364;-48;9.7864;90.161;0;0;0;9665.3;1408.8;6.1687;0.014993;NaN;1497.1;NaN;0.0099115;634375;6.2139;0;0.85543;-4.7375e-8;0.57744;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.047019
0.246;0;0;-9.0778;0;9.1168;0;0;0;0;0;0.84212;-23.364;-48;9.7864;90.161;0;0;0;9665.2;1408.8;6.1687;0.014993;NaN;1497.1;NaN;0.0099177;634768;6.0678;0;0.85536;-4.7371e-8;0.57737;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.047375
0.248;0;0;-9.0928;0;9.1319;0;0;0;0;0;0.84352;-23.364;-48;9.7864;90.161;0;0;0;9665.2;1408.8;6.1687;0.014993;NaN;1497.1;NaN;0.0099238;635161;5.9217;0;0.85528;-4.7367e-8;0.57729;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.047781
0.25;0;0;-9.1079;0;9.147;0;0;0;0;0;0.84491;-23.364;-48;9.7864;90.161;0;0;0;9665.2;1408.8;6.1687;0.014993;NaN;1497.1;NaN;0.00993;635554;5.7757;0;0.85521;-4.7363e-8;0.57722;0.15798;0.12001;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;80.9;0.0051403;84.7;37;NaN;26.702;931.33;347.48;2e-3;0.048169
