Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s²);Total velocity (m/s);Total acceleration (m/s²);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction (°);Lateral velocity (m/s);Lateral acceleration (m/s²);Latitude (°);Longitude (°);Gravitational acceleration (m/s²);Angle of attack (°);Roll rate (°/s);Pitch rate (°/s);Yaw rate (°/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kg·m²);Rotational moment of inertia (kg·m²);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s²);Reference length (mm);Reference area (m²);Vertical orientation (zenith) (°);Lateral orientation (azimuth) (°);Wind velocity (m/s);Air temperature (°C);Air pressure (mbar);Speed of sound (m/s);Simulation time step (s);Computation time (s)
4.7502;384.27;104.49;-11.696;105.31;11.698;35.225;22.76;41.939;32.868;13.113;0.19307;-23.364;-48;9.7852;0.40211;0;2.8726;1.9053;8259.5;3.0202;5.593;0.014671;1654;1402.5;3.1089;0.3045;19071142;6.2058;21.982;0.7283;0.72866;0.43333;0.16291;0.13205;0.047811;0.14709;-6.0203e-4;0;0;0;0;0.0013316;0.014473;80.9;0.0051403;82.184;14.184;NaN;24.482;902.73;346.13;0.01;0.3382
4.7602;385.31;104.37;-11.663;105.19;11.665;35.338;22.828;42.07;32.862;13.111;0.18593;-23.364;-48;9.7852;0.36362;0;2.8212;2.0304;8259.4;2.96;5.5929;0.014671;1655.5;1402.5;3.128;0.30417;19048934;6.4168;21.929;0.72827;0.72857;0.43334;0.1629;0.13203;0.04306;0.13387;-2.6422e-4;0;0;0;0;0.0012873;0.014458;80.9;0.0051403;82.191;14.433;NaN;24.473;902.62;346.13;0.01;0.33849
4.7702;386.36;104.26;-11.692;105.08;11.694;35.45;22.895;42.201;32.856;13.109;0.18759;-23.364;-48;9.7852;0.32572;0;2.7389;2.181;8259.3;2.8989;5.5929;0.014671;1657.1;1402.5;3.1469;0.30385;19026790;6.1138;21.877;0.72824;0.72848;0.43335;0.16289;0.132;0.038419;0.11991;-8.4206e-4;0;0;0;0;0.0012159;0.014442;80.9;0.0051403;82.198;14.685;NaN;24.465;902.52;346.12;0.01;0.33877
4.7802;387.4;104.14;-11.724;104.96;11.726;35.562;22.963;42.332;32.851;13.107;0.19176;-23.364;-48;9.7852;0.28879;0;2.6125;2.3631;8259.3;2.838;5.5929;0.014671;1658.6;1402.5;3.1655;0.30352;19004595;5.786;21.824;0.72821;0.7284;0.43336;0.16288;0.13198;0.03393;0.10612;-6.7765e-4;0;0;0;0;0.0011087;0.014426;80.9;0.0051403;82.205;14.938;NaN;24.456;902.41;346.12;0.01;0.33906
4.7902;388.44;104.02;-11.716;104.84;11.718;35.675;23.031;42.463;32.845;13.105;0.19264;-23.364;-48;9.7852;0.25337;0;2.4214;2.5831;8259.2;2.7776;5.5928;0.014671;1660;1402.5;3.1835;0.30318;18982345;5.7904;21.772;0.72819;0.72833;0.43336;0.16287;0.13195;0.029657;0.093311;-6.6024e-4;0;0;0;0;9.5457e-4;0.014411;80.9;0.0051403;82.213;15.193;NaN;24.448;902.3;346.11;0.01;0.33935
4.8002;389.48;103.9;-11.695;104.73;11.697;35.787;23.098;42.594;32.839;13.103;0.19324;-23.364;-48;9.7852;0.22042;0;2.1343;2.8427;8259.2;2.7187;5.5928;0.014671;1661.4;1402.5;3.2003;0.30285;1.896e7;5.9048;21.72;0.72816;0.72827;0.43337;0.16286;0.13192;0.02571;0.081469;-0.0012871;0;0;0;0;7.4322e-4;0.014395;80.9;0.0051403;82.22;15.45;NaN;24.439;902.2;346.11;0.01;0.33964
4.8102;390.52;103.79;-11.659;104.61;11.66;35.899;23.166;42.725;32.834;13.101;0.19246;-23.364;-48;9.7852;0.19471;0;1.7797;3.0896;8259.1;2.6603;5.5928;0.014671;1662.4;1402.5;3.2134;0.30252;18937831;6.1507;21.669;0.72813;0.72822;0.43338;0.16285;0.1319;0.022648;0.072479;-0.0015899;0;0;0;0;5.1794e-4;0.014379;80.9;0.0051403;82.227;15.707;NaN;24.431;902.09;346.1;0.01;0.33992
4.8202;391.55;103.67;-11.615;104.5;11.617;36.012;23.233;42.856;32.828;13.099;0.19162;-23.364;-48;9.7852;0.17281;0;1.2803;3.3359;8259;2.5995;5.5928;0.014671;1663.3;1402.5;3.2246;0.30219;18915620;6.455;21.617;0.7281;0.72817;0.43339;0.16284;0.13187;0.020054;0.064615;-0.0015984;0;0;0;0;2.6865e-4;0.014364;80.9;0.0051403;82.234;15.966;NaN;24.422;901.99;346.1;0.01;0.34021
4.8302;392.59;103.55;-11.607;104.38;11.609;36.124;23.3;42.987;32.823;13.098;0.19641;-23.364;-48;9.7852;0.15639;0;0.60817;3.5255;8259;2.5369;5.5927;0.014671;1664;1402.5;3.233;0.30186;18893492;6.4677;21.566;0.72807;0.72813;0.4334;0.16283;0.13185;0.018115;0.058895;-0.0021624;0;0;0;0;6.0751e-5;0.014348;80.9;0.0051403;82.242;16.225;NaN;24.414;901.88;346.09;0.01;0.3405
4.8402;393.63;103.44;-11.645;104.26;11.647;36.236;23.368;43.117;32.817;13.096;0.20829;-23.364;-48;9.7852;0.1473;0;-0.21343;3.5726;8258.9;2.4746;5.5927;0.014671;1664.4;1402.5;3.2375;0.30153;18871382;6.0924;21.516;0.72805;0.7281;0.43341;0.16282;0.13182;0.017045;0.055291;-0.0024899;0;0;0;0;-7.4985e-6;0.014333;80.9;0.0051403;82.249;16.484;NaN;24.406;901.78;346.09;0.01;0.34079
4.8502;394.66;103.32;-11.671;104.15;11.673;36.348;23.435;43.248;32.812;13.094;0.21907;-23.364;-48;9.7852;0.14679;0;-1.0639;3.4152;8258.9;2.4127;5.5927;0.014671;1664.4;1402.5;3.2375;0.3012;18849199;5.8167;21.466;0.72802;0.72807;0.43342;0.16281;0.13179;0.016985;0.055035;-0.0020121;0;0;0;0;-1.8674e-4;0.014317;80.9;0.0051403;82.256;16.744;NaN;24.397;901.67;346.08;0.01;0.34144
4.8602;395.69;103.21;-11.665;104.03;11.668;36.461;23.503;43.379;32.806;13.092;0.22218;-23.364;-48;9.7852;0.14792;0;-1.4295;3.2744;8258.8;2.3522;5.5926;0.014671;1664.3;1402.4;3.2366;0.30087;18826694;5.8111;21.414;0.72799;0.72804;0.43343;0.1628;0.13177;0.017117;0.05565;-0.00221;0;0;0;0;-3.3788e-4;0.014302;80.9;0.0051403;82.264;17.004;NaN;24.389;901.57;346.08;0.01;0.34187
4.8702;396.72;103.09;-11.654;103.92;11.656;36.573;23.57;43.51;32.801;13.09;0.22466;-23.364;-48;9.7852;0.15073;0;-1.7661;3.0991;8258.7;2.2938;5.5926;0.014671;1664.1;1402.4;3.2348;0.30053;18804206;5.8509;21.363;0.72796;0.72801;0.43343;0.16279;0.13174;0.017446;0.056565;-0.0014315;0;0;0;0;-5.1691e-4;0.014286;80.9;0.0051403;82.271;17.264;NaN;24.38;901.46;346.07;0.01;0.34216
4.8802;397.75;102.97;-11.623;103.8;11.625;36.685;23.638;43.641;32.796;13.088;0.22459;-23.364;-48;9.7852;0.1551;0;-2.0653;2.8994;8258.7;2.2352;5.5926;0.014671;1663.9;1402.4;3.2322;0.3002;18781744;6.0576;21.313;0.72793;0.72799;0.43344;0.16278;0.13172;0.017959;0.05894;-0.0016711;0;0;0;0;-7.0848e-4;0.014271;80.9;0.0051403;82.278;17.524;NaN;24.372;901.36;346.07;0.01;0.34246
4.8902;398.78;102.86;-11.592;103.69;11.594;36.797;23.705;43.772;32.79;13.086;0.22463;-23.364;-48;9.7852;0.16086;0;-2.323;2.6859;8258.6;2.1753;5.5926;0.014671;1663.7;1402.4;3.2289;0.29986;18759344;6.2641;21.262;0.72791;0.72796;0.43345;0.16276;0.13169;0.018638;0.060823;-0.0015233;0;0;0;0;-8.9832e-4;0.014255;80.9;0.0051403;82.285;17.783;NaN;24.364;901.25;346.06;0.01;0.34274
4.9002;399.81;102.74;-11.602;103.57;11.604;36.909;23.773;43.902;32.785;13.084;0.23023;-23.364;-48;9.7852;0.16797;0;-2.5413;2.4657;8258.6;2.1148;5.5925;0.014671;1663.3;1402.4;3.2249;0.29953;18737010;6.1255;21.212;0.72788;0.72794;0.43346;0.16275;0.13166;0.019475;0.063637;-0.0013006;0;0;0;0;-0.0010775;0.01424;80.9;0.0051403;82.292;18.042;NaN;24.355;901.15;346.06;0.01;0.34302
4.9102;400.84;102.62;-11.625;103.45;11.628;37.021;23.84;44.033;32.78;13.082;0.23931;-23.364;-48;9.7852;0.18173;0;-2.7869;2.1648;8258.5;2.0545;5.5925;0.014671;1662.7;1402.4;3.2173;0.2992;18714769;5.8777;21.162;0.72785;0.72792;0.43347;0.16274;0.13164;0.021101;0.069395;-4.1209e-4;0;0;0;0;-0.0012988;0.014224;80.9;0.0051403;82.299;18.301;NaN;24.347;901.04;346.05;0.01;0.3433
4.9202;401.86;102.51;-11.65;103.34;11.653;37.133;23.908;44.164;32.775;13.08;0.24871;-23.364;-48;9.7852;0.19725;0;-2.964;1.8891;8258.4;1.9943;5.5925;0.014671;1662;1402.4;3.2089;0.29887;18692489;5.615;21.112;0.72782;0.72791;0.43348;0.16273;0.13161;0.02294;0.07534;-2.7977e-4;0;0;0;0;-0.0014724;0.014209;80.9;0.0051403;82.306;18.559;NaN;24.339;900.94;346.05;0.01;0.34358
4.9302;402.89;102.39;-11.677;103.22;11.68;37.245;23.975;44.295;32.77;13.077;0.25837;-23.364;-48;9.7852;0.21407;0;-3.0887;1.6434;8258.4;1.937;5.5924;0.014671;1661.3;1402.4;3.1998;0.29853;1.867e7;5.3388;21.062;0.72779;0.7279;0.43349;0.16272;0.13159;0.024939;0.081526;-8.0741e-4;0;0;0;0;-0.0016025;0.014193;80.9;0.0051403;82.313;18.816;NaN;24.33;900.83;346.04;0.01;0.34385
4.9402;403.91;102.27;-11.669;103.11;11.672;37.357;24.043;44.425;32.765;13.075;0.26371;-23.364;-48;9.7852;0.23182;0;-3.1742;1.4276;8258.3;1.8825;5.5924;0.014671;1660.5;1402.4;3.1903;0.2982;18647802;5.3519;21.012;0.72777;0.72789;0.4335;0.16271;0.13156;0.027057;0.088431;-6.3193e-4;0;0;0;0;-0.0016963;0.014178;80.9;0.0051403;82.32;19.072;NaN;24.322;900.73;346.04;0.01;0.34413
4.9502;404.93;102.16;-11.615;102.99;11.618;37.469;24.11;44.556;32.76;13.073;0.26357;-23.364;-48;9.7852;0.25076;0;-3.232;1.2361;8258.3;1.8272;5.5924;0.014671;1659.7;1402.4;3.1802;0.29787;18625462;5.75;20.963;0.72774;0.72788;0.4335;0.1627;0.13153;0.029324;0.095256;4.1766e-5;0;0;0;0;-0.0017627;0.014162;80.9;0.0051403;82.326;19.327;NaN;24.314;900.62;346.03;0.01;0.34442
4.9602;405.95;102.04;-11.571;102.88;11.574;37.581;24.177;44.687;32.755;13.071;0.27113;-23.364;-48;9.7852;0.29088;0;-3.2971;0.97119;8258.2;1.7711;5.5924;0.01467;1658;1402.4;3.1592;0.29754;18603520;6.0594;20.915;0.72771;0.7279;0.43351;0.16269;0.13151;0.034158;0.10948;-1.012e-6;0;0;0;0;-0.0018385;0.014147;80.9;0.0051403;82.333;19.581;NaN;24.305;900.52;346.03;0.01;0.34469
4.9702;406.97;101.93;-11.568;102.76;11.572;37.693;24.245;44.817;32.75;13.069;0.28428;-23.364;-48;9.7851;0.3321;0;-3.3224;0.76877;8258.2;1.7137;5.5923;0.01467;1656.3;1402.4;3.1379;0.29721;18581660;6.0284;20.867;0.72768;0.72793;0.43352;0.16268;0.13148;0.039166;0.12469;7.436e-5;0;0;0;0;-0.001871;0.014131;80.9;0.0051403;82.339;19.833;NaN;24.297;900.42;346.02;0.01;0.34497
4.9802;407.99;101.81;-11.571;102.65;11.575;37.805;24.312;44.948;32.745;13.067;0.29854;-23.364;-48;9.7851;0.37393;0;-3.3237;0.61083;8258.1;1.6543;5.5923;0.01467;1654.5;1402.4;3.1165;0.29689;1.856e7;5.9496;20.82;0.72766;0.72797;0.43353;0.16267;0.13146;0.04429;0.13989;-3.2736e-4;0;0;0;0;-0.0018766;0.014116;80.9;0.0051403;82.345;20.083;NaN;24.289;900.31;346.02;0.01;0.34525
4.9902;409.01;101.7;-11.589;102.53;11.594;37.917;24.38;45.079;32.74;13.064;0.31481;-23.364;-48;9.7851;0.41602;0;-3.3095;0.48517;8258;1.5949;5.5923;0.01467;1652.8;1402.4;3.0951;0.29656;18537955;5.7456;20.774;0.72763;0.72802;0.43354;0.16266;0.13143;0.049489;0.15536;2.418e-5;0;0;0;0;-0.0018648;0.0141;80.9;0.0051403;82.351;20.332;NaN;24.28;900.21;346.01;0.01;0.34553
5.0002;410.03;101.58;-11.61;102.42;11.614;38.029;24.447;45.209;32.735;13.062;0.33133;-23.364;-48;9.7851;0.45762;0;-3.2845;0.38411;8258;1.5371;5.5923;0.01467;1651.1;1402.4;3.0741;0.29624;18516064;5.5236;20.727;0.7276;0.72807;0.43355;0.16265;0.13141;0.054669;0.16999;-4.7653e-4;0;0;0;0;-0.0018407;0.014085;80.9;0.0051403;82.357;20.578;NaN;24.272;900.11;346.01;0.01;0.34581
5.0102;411.04;101.46;-11.599;102.3;11.603;38.141;24.515;45.34;32.731;13.06;0.33728;-23.364;-48;9.7851;0.47766;0;-3.2499;0.32536;8257.9;1.4804;5.5922;0.01467;1650.2;1402.4;3.0639;0.2959;18493846;5.5653;20.678;0.72758;0.72808;0.43356;0.16264;0.13138;0.057179;0.17705;3.5285e-4;0;0;0;0;-0.0018063;0.014069;80.9;0.0051403;82.363;20.821;NaN;24.264;900;346;0.01;0.34609
5.0202;412.06;101.35;-11.573;102.18;11.578;38.253;24.582;45.47;32.726;13.057;0.34165;-23.364;-48;9.7851;0.49735;0;-3.2125;0.272;8257.9;1.424;5.5922;0.01467;1649.4;1402.4;3.0539;0.29557;18471653;5.7244;20.63;0.72755;0.7281;0.43356;0.16263;0.13136;0.059655;0.18379;-5.8858e-5;0;0;0;0;-0.001769;0.014054;80.9;0.0051403;82.369;21.062;NaN;24.256;899.9;346;0.01;0.34636
5.0302;413.07;101.23;-11.548;102.07;11.553;38.364;24.65;45.601;32.722;13.055;0.34597;-23.364;-48;9.7851;0.51667;0;-3.1723;0.22323;8257.8;1.3679;5.5922;0.01467;1648.6;1402.4;3.0442;0.29524;1.845e7;5.8845;20.582;0.72752;0.72811;0.43357;0.16262;0.13133;0.062093;0.19081;1.0227e-5;0;0;0;0;-0.0017289;0.014039;80.9;0.0051403;82.374;21.299;NaN;24.247;899.8;345.99;0.01;0.34664
5.0402;414.08;101.12;-11.523;101.96;11.528;38.476;24.717;45.731;32.717;13.053;0.35022;-23.364;-48;9.7851;0.53559;0;-3.1297;0.17855;8257.7;1.3101;5.5921;0.01467;1647.9;1402.4;3.0347;0.29491;18427418;6.0453;20.534;0.72749;0.72813;0.43358;0.16261;0.13131;0.064489;0.19728;2.8333e-4;0;0;0;0;-0.0016866;0.014023;80.9;0.0051403;82.379;21.534;NaN;24.239;899.69;345.99;0.01;0.34692
5.0502;415.09;101;-11.506;101.84;11.512;38.588;24.785;45.862;32.713;13.051;0.35546;-23.364;-48;9.7851;0.55448;0;-3.085;0.13729;8257.7;1.2504;5.5921;0.01467;1647.1;1402.4;3.0252;0.29458;18405380;6.1301;20.486;0.72747;0.72815;0.43359;0.1626;0.13128;0.066889;0.20397;1.174e-4;0;0;0;0;-0.0016425;0.014008;80.9;0.0051403;82.385;21.765;NaN;24.231;899.59;345.98;0.01;0.3472
5.0602;416.1;100.89;-11.514;101.73;11.52;38.699;24.852;45.992;32.708;13.048;0.36849;-23.364;-48;9.7851;0.58829;0;-3.0378;0.091022;8257.6;1.1906;5.5921;0.01467;1645.8;1402.4;3.0086;0.29426;18383577;6.0125;20.44;0.72744;0.72821;0.4336;0.16259;0.13126;0.07121;0.21559;-3.9943e-4;0;0;0;0;-0.0015962;0.013993;80.9;0.0051403;82.39;21.994;NaN;24.223;899.49;345.98;0.01;0.34748
5.0702;417.11;100.77;-11.523;101.61;11.53;38.811;24.92;46.123;32.704;13.046;0.38154;-23.364;-48;9.7851;0.62165;0;-2.9873;0.050501;8257.6;1.1305;5.5921;0.01467;1644.4;1402.4;2.9923;0.29393;18361762;5.887;20.394;0.72741;0.72827;0.43361;0.16258;0.13123;0.075501;0.22716;-1.0158e-4;0;0;0;0;-0.0015471;0.013977;80.9;0.0051403;82.394;22.218;NaN;24.214;899.38;345.97;0.01;0.34776
5.0802;418.12;100.66;-11.531;101.5;11.538;38.923;24.988;46.253;32.7;13.044;0.39434;-23.364;-48;9.7851;0.65451;0;-2.9337;0.014661;8257.5;1.0712;5.592;0.01467;1643.1;1402.3;2.9764;0.2936;1.834e7;5.7728;20.349;0.72739;0.72833;0.43361;0.16257;0.13121;0.079755;0.23884;-1.1206e-4;0;0;0;0;-0.0014953;0.013962;80.9;0.0051403;82.399;22.44;NaN;24.206;899.28;345.97;0.01;0.34804
5.0902;419.12;100.54;-11.537;101.38;11.544;39.034;25.055;46.383;32.696;13.041;0.40687;-23.364;-48;9.7851;0.68685;0;-2.877;-0.017205;8257.5;1.0132;5.592;0.01467;1641.9;1402.3;2.9608;0.29328;18318094;5.6725;20.303;0.72736;0.7284;0.43362;0.16255;0.13118;0.083965;0.25049;3.5978e-4;0;0;0;0;-0.0014414;0.013947;80.9;0.0051403;82.403;22.657;NaN;24.198;899.18;345.96;0.01;0.34831
5.1002;420.13;100.42;-11.522;101.27;11.53;39.146;25.123;46.514;32.691;13.039;0.41713;-23.364;-48;9.7851;0.71818;0;-2.8177;-0.045546;8257.4;0.95574;5.592;0.01467;1640.6;1402.3;2.9457;0.29295;18296240;5.7461;20.257;0.72733;0.72847;0.43363;0.16254;0.13116;0.088069;0.26106;3.2694e-4;0;0;0;0;-0.0013857;0.013932;80.9;0.0051403;82.407;22.87;NaN;24.19;899.08;345.96;0.01;0.34859
5.1102;421.13;100.31;-11.501;101.15;11.509;39.257;25.19;46.644;32.687;13.036;0.42025;-23.364;-48;9.7851;0.73182;0;-2.7566;-0.06811;8257.3;0.89821;5.592;0.01467;1640.1;1402.3;2.9391;0.29262;18274193;5.8703;20.21;0.72731;0.72848;0.43364;0.16253;0.13113;0.08986;0.26548;2.229e-4;0;0;0;0;-0.0013293;0.013916;80.9;0.0051403;82.411;23.079;NaN;24.182;898.97;345.95;0.01;0.34886
5.1202;422.13;100.19;-11.494;101.04;11.502;39.369;25.258;46.774;32.683;13.034;0.42444;-23.364;-48;9.7851;0.74482;0;-2.6945;-0.089367;8257.3;0.84058;5.5919;0.01467;1639.6;1402.3;2.9327;0.29229;18252189;5.8785;20.162;0.72728;0.7285;0.43365;0.16252;0.13111;0.091574;0.26976;2.7301e-5;0;0;0;0;-0.001273;0.013901;80.9;0.0051403;82.415;23.283;NaN;24.174;898.87;345.95;0.01;0.34914
5.1302;423.13;100.08;-11.494;100.92;11.502;39.48;25.326;46.905;32.679;13.031;0.42897;-23.364;-48;9.7851;0.7572;0;-2.6314;-0.10946;8257.2;0.78252;5.5919;0.01467;1639.1;1402.3;2.9267;0.29196;1.823e7;5.835;20.115;0.72725;0.72851;0.43366;0.16251;0.13108;0.093207;0.27364;-3.9823e-4;0;0;0;0;-0.0012168;0.013886;80.9;0.0051403;82.419;23.484;NaN;24.165;898.77;345.94;0.01;0.34942
5.1402;424.13;99.965;-11.497;100.81;11.505;39.591;25.393;47.035;32.676;13.029;0.43361;-23.364;-48;9.7851;0.76894;0;-2.5675;-0.12848;8257.2;0.72413;5.5919;0.01467;1638.6;1402.3;2.921;0.29163;18208219;5.758;20.068;0.72722;0.72852;0.43366;0.1625;0.13106;0.094759;0.27818;-2.28e-4;0;0;0;0;-0.0011611;0.01387;80.9;0.0051403;82.422;23.679;NaN;24.157;898.67;345.94;0.01;0.3497
5.1502;425.13;99.85;-11.506;100.7;11.514;39.703;25.461;47.165;32.672;13.026;0.43877;-23.364;-48;9.7851;0.78077;0;-2.5027;-0.14646;8257.1;0.66661;5.5918;0.01467;1638.2;1402.3;2.9152;0.2913;18186245;5.6365;20.021;0.7272;0.72854;0.43367;0.16249;0.13103;0.096328;0.2816;-5.8803e-5;0;0;0;0;-0.0011057;0.013855;80.9;0.0051403;82.425;23.87;NaN;24.149;898.57;345.93;0.01;0.34998
5.1602;426.13;99.735;-11.51;100.58;11.519;39.814;25.529;47.295;32.668;13.024;0.45433;-23.364;-48;9.7851;0.82113;0;-2.4359;-0.16432;8257;0.61005;5.5918;0.01467;1636.6;1402.3;2.8963;0.29098;18164627;5.5525;19.977;0.72717;0.72865;0.43368;0.16248;0.13101;0.10171;0.29557;2.6993e-4;0;0;0;0;-0.0010499;0.01384;80.9;0.0051403;82.428;24.057;NaN;24.141;898.47;345.93;0.01;0.35026
5.1702;427.13;99.62;-11.497;100.47;11.507;39.925;25.596;47.426;32.664;13.021;0.46827;-23.364;-48;9.7851;0.8608;0;-2.3662;-0.18003;8257;0.55375;5.5918;0.01467;1635.1;1402.3;2.8779;0.29066;18143005;5.6104;19.933;0.72715;0.72877;0.43369;0.16247;0.13098;0.10704;0.30943;-2.9253e-4;0;0;0;0;-9.9287e-4;0.013825;80.9;0.0051403;82.431;24.238;NaN;24.133;898.36;345.92;0.01;0.35053
5.1802;428.12;99.505;-11.482;100.35;11.492;40.036;25.664;47.556;32.661;13.018;0.48191;-23.364;-48;9.7851;0.89974;0;-2.2936;-0.19394;8256.9;0.49778;5.5918;0.01467;1633.7;1402.3;2.8599;0.29033;18121410;5.6875;19.89;0.72712;0.72889;0.4337;0.16246;0.13096;0.11231;0.32197;4.1027e-4;0;0;0;0;-9.3499e-4;0.013809;80.9;0.0051403;82.434;24.415;NaN;24.125;898.26;345.92;0.01;0.35081
5.1902;429.12;99.39;-11.464;100.24;11.474;40.147;25.732;47.686;32.657;13.016;0.49511;-23.364;-48;9.7851;0.93793;0;-2.2182;-0.20634;8256.9;0.4414;5.5917;0.01467;1632.3;1402.3;2.8425;0.29001;1.81e7;5.7959;19.847;0.72709;0.72901;0.43371;0.16245;0.13093;0.11751;0.33525;3.3212e-4;0;0;0;0;-8.7653e-4;0.013794;80.9;0.0051403;82.436;24.586;NaN;24.117;898.16;345.91;0.01;0.35109
5.2002;430.11;99.276;-11.445;100.12;11.457;40.259;25.8;47.816;32.654;13.013;0.50809;-23.364;-48;9.7851;0.97504;0;-2.1402;-0.21741;8256.8;0.38399;5.5917;0.01467;1630.9;1402.3;2.8256;0.28969;18078315;5.901;19.804;0.72707;0.72914;0.43371;0.16244;0.13091;0.12261;0.34686;2.1398e-5;0;0;0;0;-8.1779e-4;0.013779;80.9;0.0051403;82.438;24.751;NaN;24.109;898.06;345.91;0.01;0.35137
5.2102;431.1;99.161;-11.452;100.01;11.464;40.37;25.867;47.946;32.65;13.01;0.51835;-23.364;-48;9.7851;1.0001;0;-2.0601;-0.22773;8256.8;0.3262;5.5917;0.01467;1630;1402.3;2.8142;0.28936;18056675;5.795;19.76;0.72704;0.72922;0.43372;0.16243;0.13089;0.12606;0.35525;-8.9333e-5;0;0;0;0;-7.5943e-4;0.013764;80.9;0.0051403;82.44;24.911;NaN;24.101;897.96;345.9;0.01;0.35164
5.2202;432.09;99.047;-11.471;99.897;11.483;40.481;25.935;48.076;32.647;13.008;0.5292;-23.364;-48;9.7851;1.0244;0;-1.9784;-0.23721;8256.7;0.26886;5.5917;0.01467;1629.1;1402.3;2.8032;0.28904;18035026;5.5951;19.715;0.72701;0.72929;0.43373;0.16242;0.13086;0.12942;0.36399;-3.6647e-4;0;0;0;0;-7.0197e-4;0.013749;80.9;0.0051403;82.442;25.065;NaN;24.092;897.86;345.9;0.01;0.35192
5.2302;433.08;98.932;-11.471;99.783;11.484;40.592;26.003;48.206;32.644;13.005;0.53828;-23.364;-48;9.7851;1.0478;0;-1.8951;-0.24595;8256.7;0.21188;5.5916;0.01467;1628.2;1402.3;2.7926;0.28871;18013347;5.543;19.671;0.72699;0.72937;0.43374;0.16241;0.13084;0.13268;0.37076;1.542e-4;0;0;0;0;-6.4555e-4;0.013734;80.9;0.0051403;82.443;25.213;NaN;24.084;897.76;345.89;0.01;0.3522
5.2402;434.07;98.817;-11.456;99.669;11.469;40.702;26.071;48.336;32.641;13.002;0.54576;-23.364;-48;9.7851;1.0703;0;-1.8102;-0.25394;8256.6;0.15555;5.5916;0.01467;1627.4;1402.3;2.7825;0.28839;17991669;5.6248;19.626;0.72696;0.72945;0.43375;0.1624;0.13081;0.13583;0.37885;-2.5527e-4;0;0;0;0;-5.9039e-4;0.013718;80.9;0.0051403;82.445;25.355;NaN;24.076;897.66;345.89;0.01;0.35248
5.2502;435.06;98.703;-11.549;99.555;11.563;40.813;26.139;48.466;32.638;12.999;0.56155;-23.364;-48;9.7851;1.0921;0;-1.724;-0.26118;8256.5;0.099852;5.5916;0.01467;1626.6;1402.3;2.7727;0.28806;1.797e7;4.8001;19.582;0.72694;0.72952;0.43376;0.16239;0.13079;0.13888;0.38536;9.5089e-5;0;0;0;0;-5.3673e-4;0.013703;80.9;0.0051403;82.446;25.49;NaN;24.068;897.56;345.88;0.01;0.35276
5.2602;436.05;98.587;-11.849;99.44;11.864;40.924;26.207;48.596;32.635;12.997;0.59526;-23.364;-48;9.7851;1.1156;0;-1.6364;-0.26775;8256.5;0.055456;5.5916;0.01467;1625.7;1402.3;2.7623;0.28774;17948245;2.2591;19.538;0.72691;0.7296;0.43376;0.16238;0.13076;0.14218;0.39362;9.1316e-5;0;0;0;0;-4.8467e-4;0.013688;80.9;0.0051403;82.447;25.62;NaN;24.06;897.46;345.88;0.01;0.35304
5.2702;437.03;98.469;-12.092;99.322;12.108;41.035;26.275;48.726;32.632;12.993;0.62483;-23.364;-48;9.7851;1.1382;0;-1.5473;-0.2737;8256.5;0.024761;5.5915;0.01467;1624.9;1402.3;2.7522;0.2874;17925924;0.18153;19.492;0.72688;0.72968;0.43377;0.16237;0.13074;0.14537;0.40032;4.683e-5;0;0;0;0;-4.3438e-4;0.013672;80.9;0.0051403;82.447;25.742;NaN;24.052;897.36;345.87;0.01;0.35331
# Event BURNOUT occurred at t=5.2802 seconds
# Event EJECTION_CHARGE occurred at t=5.2802 seconds
5.2802;438.02;98.348;-12.108;99.202;12.125;41.146;26.343;48.856;32.629;12.99;0.63423;-23.364;-48;9.7851;1.1599;0;-1.457;-0.27909;8256.4;0.0053058;5.5915;0.01467;1624.1;1402.3;2.7425;0.28706;17903165;0;19.445;0.72685;0.72976;0.43378;0.16236;0.13071;0.14845;0.40722;4.2208e-4;0;0;0;0;-3.8609e-4;0.013656;80.9;0.0051403;82.448;25.859;NaN;24.044;897.26;345.87;0.01;0.35369
5.2902;439;98.227;-12.102;99.082;12.119;41.256;26.411;48.986;32.626;12.986;0.64135;-23.364;-48;9.7851;1.1808;0;-1.3654;-0.28404;8256.4;0;5.5915;0.01467;1623.4;1402.3;2.7333;0.28672;1.788e7;0;19.399;0.72683;0.72984;0.43379;0.16235;0.13069;0.15142;0.41382;3.1773e-4;0;0;0;0;-3.3985e-4;0.01364;80.9;0.0051403;82.448;25.968;NaN;24.036;897.16;345.86;0.01;0.35397
