# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s);Total velocity (m/s);Total acceleration (m/s);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction ();Lateral velocity (m/s);Lateral acceleration (m/s);Latitude ();Longitude ();Gravitational acceleration (m/s);Angle of attack ();Roll rate (/s);Pitch rate (/s);Yaw rate (/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kgm);Rotational moment of inertia (kgm);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s);Reference length (mm);Reference area (m);Vertical orientation (zenith) ();Lateral orientation (azimuth) ();Wind velocity (m/s);Air temperature (C);Air pressure (Pa);Speed of sound (m/s);Simulation time step (s);Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
8.0602;667.13;66.743;-10.833;67.769;10.836;60.528;53.044;80.481;41.23;11.746;0.21792;-23.364;-47.999;9.7844;0.87921;0;-1.0689;1.148;8256.4;0;5.5915;0.01467;1628.3;1402.3;2.7936;0.19602;12003823;0;8.7403;0.72071;0.72239;0.4357;0.16001;0.125;0.10859;0.30363;-8.2653e-4;0;0;0;0;-4.4854e-4;0.0094728;80.9;0.0051403;80.947;53.138;NaN;22.179;87392;344.74;0.01;0.78351
8.0702;667.8;66.635;-10.831;67.662;10.833;60.616;53.121;80.599;41.23;11.745;0.22256;-23.364;-47.999;9.7843;0.92754;0;-1.0443;1.1419;8256.4;0;5.5915;0.01467;1626.5;1402.3;2.7717;0.19571;11984008;0;8.7138;0.7207;0.72256;0.43571;0.16001;0.12498;0.11511;0.31945;-7.5738e-4;0;0;0;0;-4.2954e-4;0.0094583;80.9;0.0051403;80.935;53.079;NaN;22.174;87386;344.74;0.01;0.7837
8.0802;668.47;66.527;-10.828;67.555;10.83;60.704;53.199;80.716;41.23;11.744;0.22744;-23.364;-47.999;9.7843;0.97562;0;-1.0176;1.1366;8256.4;0;5.5915;0.01467;1624.7;1402.3;2.7501;0.1954;11964206;0;8.6874;0.72068;0.72273;0.43571;0.16;0.12496;0.12165;0.33529;-6.0004e-5;0;0;0;0;-4.0913e-4;0.0094438;80.9;0.0051403;80.922;53.022;NaN;22.168;87379;344.73;0.01;0.78388
8.0902;669.13;66.418;-10.825;67.448;10.827;60.792;53.277;80.834;41.231;11.743;0.23254;-23.364;-47.999;9.7843;1.0234;0;-0.9888;1.132;8256.4;0;5.5915;0.01467;1623;1402.3;2.7289;0.19508;11944418;0;8.6611;0.72066;0.72292;0.43572;0.15999;0.12495;0.12821;0.34986;-6.1842e-4;0;0;0;0;-3.8755e-4;0.0094293;80.9;0.0051403;80.91;52.967;NaN;22.163;87372;344.73;0.01;0.78407
8.1002;669.8;66.31;-10.822;67.342;10.825;60.88;53.354;80.951;41.231;11.742;0.23777;-23.364;-47.999;9.7843;1.0703;0;-0.95803;1.128;8256.4;0;5.5915;0.01467;1621.4;1402.3;2.7083;0.19477;11924647;0;8.635;0.72064;0.72311;0.43573;0.15999;0.12493;0.13469;0.36485;-5.2447e-4;0;0;0;0;-3.6498e-4;0.0094149;80.9;0.0051403;80.898;52.915;NaN;22.157;87365;344.73;0.01;0.78425
8.1102;670.46;66.202;-10.819;67.235;10.821;60.968;53.432;81.068;41.231;11.74;0.23978;-23.364;-47.999;9.7843;1.0898;0;-0.92164;1.1281;8256.4;0;5.5915;0.01467;1620.7;1402.3;2.6997;0.19446;11905031;0;8.6077;0.72063;0.72318;0.43573;0.15998;0.12492;0.1374;0.37126;-9.2609e-4;0;0;0;0;-3.3886e-4;0.0094004;80.9;0.0051403;80.885;52.864;NaN;22.152;87359;344.72;0.01;0.78444
8.1202;671.12;66.094;-10.816;67.128;10.818;61.056;53.509;81.186;41.231;11.739;0.24177;-23.364;-47.999;9.7843;1.1089;0;-0.88473;1.1282;8256.4;0;5.5915;0.01467;1620;1402.3;2.6912;0.19415;11885424;0;8.5805;0.72061;0.72325;0.43574;0.15997;0.1249;0.14007;0.37761;-6.5221e-4;0;0;0;0;-3.1327e-4;0.0093859;80.9;0.0051403;80.873;52.817;NaN;22.147;87352;344.72;0.01;0.78468
8.1302;671.78;65.986;-10.812;67.022;10.815;61.145;53.587;81.303;41.231;11.738;0.24374;-23.364;-47.999;9.7843;1.1276;0;-0.8473;1.1283;8256.4;0;5.5915;0.01467;1619.3;1402.3;2.683;0.19384;11865826;0;8.5533;0.72059;0.72332;0.43574;0.15997;0.12488;0.1427;0.38269;-9.7011e-4;0;0;0;0;-2.8825e-4;0.0093715;80.9;0.0051403;80.861;52.771;NaN;22.141;87345;344.72;0.01;0.7849
8.1402;672.44;65.878;-10.809;66.915;10.812;61.233;53.665;81.421;41.231;11.737;0.24567;-23.364;-47.999;9.7843;1.146;0;-0.80945;1.1284;8256.4;0;5.5915;0.01467;1618.7;1402.3;2.6749;0.19353;11846238;0;8.5262;0.72058;0.72339;0.43575;0.15996;0.12487;0.14528;0.38891;-5.1631e-4;0;0;0;0;-2.6391e-4;0.009357;80.9;0.0051403;80.848;52.729;NaN;22.136;87338;344.71;0.01;0.78508
8.1502;673.1;65.769;-10.806;66.808;10.809;61.321;53.742;81.538;41.232;11.736;0.24751;-23.364;-47.999;9.7843;1.1636;0;-0.77104;1.1286;8256.4;0;5.5915;0.01467;1618;1402.3;2.6672;0.19322;11826660;0;8.4991;0.72056;0.72346;0.43575;0.15996;0.12485;0.14776;0.39424;-2.4254e-4;0;0;0;0;-2.4024e-4;0.0093425;80.9;0.0051403;80.836;52.688;NaN;22.13;87332;344.71;0.01;0.78527
8.1602;673.75;65.661;-10.803;66.702;10.805;61.409;53.82;81.655;41.232;11.735;0.24718;-23.364;-47.999;9.7843;1.1643;0;-0.72997;1.1304;8256.4;0;5.5915;0.01467;1618;1402.3;2.6667;0.19292;11807177;0;8.4712;0.72054;0.72345;0.43576;0.15995;0.12484;0.14785;0.39435;-9.487e-4;0;0;0;0;-2.1602e-4;0.0093281;80.9;0.0051403;80.824;52.65;NaN;22.125;87325;344.71;0.01;0.78559
8.1702;674.41;65.553;-10.799;66.595;10.802;61.497;53.897;81.773;41.232;11.734;0.2468;-23.364;-47.999;9.7843;1.1646;0;-0.689;1.1322;8256.4;0;5.5915;0.01467;1618;1402.3;2.6664;0.19261;11787703;0;8.4434;0.72053;0.72343;0.43576;0.15994;0.12482;0.14789;0.3941;-7.1966e-4;0;0;0;0;-1.9307e-4;0.0093137;80.9;0.0051403;80.812;52.615;NaN;22.12;87318;344.7;0.01;0.78578
8.1802;675.07;65.445;-10.796;66.489;10.799;61.585;53.974;81.89;41.232;11.733;0.24636;-23.364;-47.999;9.7843;1.1645;0;-0.6481;1.1339;8256.4;0;5.5915;0.01467;1618;1402.3;2.6663;0.1923;11768239;0;8.4155;0.72051;0.72341;0.43577;0.15994;0.12481;0.14787;0.39484;-3.5541e-4;0;0;0;0;-1.7138e-4;0.0092992;80.9;0.0051403;80.8;52.582;NaN;22.114;87312;344.7;0.01;0.78599
8.1902;675.72;65.338;-10.792;66.383;10.795;61.673;54.052;82.007;41.232;11.732;0.24588;-23.364;-47.999;9.7843;1.164;0;-0.60727;1.1355;8256.4;0;5.5915;0.01467;1618;1402.3;2.6663;0.19199;11748784;0;8.3878;0.72049;0.7234;0.43577;0.15993;0.12479;0.1478;0.39378;-6.032e-4;0;0;0;0;-1.5095e-4;0.0092848;80.9;0.0051403;80.788;52.552;NaN;22.109;87305;344.7;0.01;0.78619
8.2002;676.37;65.23;-10.789;66.276;10.792;61.762;54.129;82.125;41.232;11.731;0.24532;-23.364;-47.999;9.7843;1.1628;0;-0.56649;1.1371;8256.4;0;5.5915;0.01467;1618;1402.3;2.6666;0.19168;11729340;0;8.36;0.72048;0.72337;0.43578;0.15992;0.12478;0.14763;0.39398;-7.7381e-4;0;0;0;0;-1.3178e-4;0.0092704;80.9;0.0051403;80.776;52.524;NaN;22.104;87298;344.69;0.01;0.79005
8.2102;677.02;65.122;-10.785;66.17;10.788;61.85;54.207;82.242;41.232;11.73;0.24312;-23.364;-47.999;9.7843;1.1484;0;-0.52387;1.1397;8256.4;0;5.5915;0.01467;1618.5;1402.3;2.6725;0.19138;1.171e7;0;8.3317;0.72046;0.72329;0.43578;0.15992;0.12476;0.1456;0.38925;-6.5383e-5;0;0;0;0;-1.1306e-4;0.0092559;80.9;0.0051403;80.764;52.498;NaN;22.099;87292;344.69;0.01;0.79032
8.2202;677.67;65.014;-10.782;66.063;10.784;61.938;54.284;82.359;41.232;11.729;0.24092;-23.364;-47.999;9.7843;1.1337;0;-0.48162;1.1421;8256.4;0;5.5915;0.01467;1619;1402.3;2.6787;0.19107;11690619;0;8.3034;0.72045;0.7232;0.43579;0.15991;0.12475;0.14352;0.38494;-6.6453e-4;0;0;0;0;-9.5866e-5;0.0092415;80.9;0.0051403;80.752;52.475;NaN;22.093;87285;344.69;0.01;0.79052
8.2302;678.32;64.906;-10.778;65.957;10.781;62.026;54.361;82.477;41.232;11.728;0.23872;-23.364;-47.999;9.7843;1.1185;0;-0.43973;1.1443;8256.4;0;5.5915;0.01467;1619.5;1402.3;2.685;0.19077;11671274;0;8.2752;0.72043;0.72311;0.43579;0.1599;0.12473;0.14139;0.3796;-4.5833e-4;0;0;0;0;-8.0176e-5;0.0092271;80.9;0.0051403;80.74;52.454;NaN;22.088;87278;344.68;0.01;0.79072
8.2402;678.97;64.798;-10.774;65.851;10.777;62.114;54.439;82.594;41.232;11.727;0.23653;-23.364;-47.999;9.7843;1.103;0;-0.39826;1.1465;8256.4;0;5.5915;0.01467;1620;1402.3;2.6915;0.19046;11651941;0;8.247;0.72041;0.72302;0.4358;0.1599;0.12472;0.13922;0.37458;-9.2179e-4;0;0;0;0;-6.5978e-5;0.0092127;80.9;0.0051403;80.728;52.435;NaN;22.083;87272;344.68;0.01;0.79091
8.2502;679.62;64.691;-10.771;65.745;10.773;62.203;54.516;82.711;41.232;11.726;0.23439;-23.364;-47.999;9.7843;1.0876;0;-0.35722;1.1485;8256.4;0;5.5915;0.01467;1620.5;1402.3;2.6979;0.19015;11632617;0;8.2189;0.7204;0.72294;0.4358;0.15989;0.1247;0.13706;0.36934;-5.0986e-4;0;0;0;0;-5.3252e-5;0.0091983;80.9;0.0051403;80.717;52.419;NaN;22.077;87265;344.68;0.01;0.7911
8.2602;680.27;64.583;-10.767;65.639;10.77;62.291;54.593;82.828;41.232;11.725;0.23408;-23.364;-47.999;9.7843;1.088;0;-0.31968;1.1493;8256.4;0;5.5915;0.01467;1620.5;1402.3;2.6976;0.18985;11613211;0;8.1916;0.72038;0.72292;0.43581;0.15989;0.12469;0.13712;0.36986;-6.2642e-4;0;0;0;0;-4.2786e-5;0.0091839;80.9;0.0051403;80.705;52.405;NaN;22.072;87259;344.67;0.01;0.79129
8.2702;680.91;64.475;-10.764;65.532;10.767;62.379;54.67;82.946;41.232;11.724;0.23373;-23.364;-47.999;9.7843;1.0881;0;-0.28224;1.1501;8256.4;0;5.5915;0.01467;1620.5;1402.3;2.6973;0.18954;11593813;0;8.1643;0.72036;0.72291;0.43581;0.15988;0.12467;0.13713;0.37001;-9.992e-4;0;0;0;0;-3.346e-5;0.0091695;80.9;0.0051403;80.693;52.393;NaN;22.067;87252;344.67;0.01;0.79149
8.2802;681.56;64.368;-10.761;65.426;10.763;62.467;54.748;83.063;41.232;11.723;0.23334;-23.364;-47.999;9.7843;1.0878;0;-0.24484;1.1508;8256.4;0;5.5915;0.01467;1620.5;1402.3;2.6972;0.18923;11574425;0;8.1371;0.72035;0.72289;0.43582;0.15987;0.12466;0.13709;0.37014;-0.0010248;0;0;0;0;-2.5263e-5;0.0091551;80.9;0.0051403;80.681;52.383;NaN;22.062;87246;344.67;0.01;0.7917
8.2902;682.2;64.26;-10.757;65.32;10.76;62.555;54.825;83.18;41.232;11.721;0.23291;-23.364;-47.999;9.7843;1.0873;0;-0.20754;1.1514;8256.4;0;5.5915;0.01467;1620.5;1402.3;2.6973;0.18893;11555045;0;8.1099;0.72033;0.72287;0.43582;0.15987;0.12464;0.137;0.36906;-4.1841e-4;0;0;0;0;-1.8212e-5;0.0091407;80.9;0.0051403;80.67;52.375;NaN;22.056;87239;344.67;0.01;0.79188
8.3002;682.84;64.153;-10.754;65.214;10.756;62.644;54.902;83.297;41.232;11.72;0.23243;-23.364;-47.999;9.7843;1.0861;0;-0.17029;1.152;8256.4;0;5.5915;0.01467;1620.5;1402.3;2.6976;0.18862;11535676;0;8.0827;0.72032;0.72285;0.43583;0.15986;0.12463;0.13684;0.36963;-2.3734e-4;0;0;0;0;-1.2301e-5;0.0091264;80.9;0.0051403;80.658;52.369;NaN;22.051;87232;344.66;0.01;0.79217
8.3102;683.48;64.045;-10.75;65.108;10.753;62.732;54.979;83.414;41.232;11.719;0.23111;-23.364;-47.999;9.7843;1.0774;0;-0.13162;1.1526;8256.4;0;5.5915;0.01467;1620.8;1402.3;2.7012;0.18831;11516358;0;8.0553;0.7203;0.72279;0.43583;0.15986;0.12461;0.13562;0.36596;-1.0316e-4;0;0;0;0;-7.3725e-6;0.009112;80.9;0.0051403;80.647;52.366;NaN;22.046;87226;344.66;0.01;0.79237
8.3202;684.12;63.938;-10.747;65.002;10.75;62.82;55.056;83.532;41.232;11.718;0.22978;-23.364;-47.999;9.7843;1.0683;0;-0.093205;1.1531;8256.4;0;5.5915;0.01467;1621.1;1402.3;2.705;0.18801;11497050;0;8.0279;0.72028;0.72274;0.43584;0.15985;0.1246;0.13435;0.36372;-1.9673e-4;0;0;0;0;-3.7091e-6;0.0090976;80.9;0.0051403;80.635;52.364;NaN;22.041;87219;344.66;0.01;0.79266
8.3302;684.76;63.83;-10.744;64.897;10.746;62.908;55.133;83.649;41.231;11.717;0.22844;-23.364;-47.999;9.7843;1.0589;0;-0.055028;1.1535;8256.4;0;5.5915;0.01467;1621.4;1402.3;2.7089;0.1877;11477751;0;8.0006;0.72027;0.72268;0.43584;0.15984;0.12458;0.13304;0.36046;-3.515e-4;0;0;0;0;-1.2971e-6;0.0090833;80.9;0.0051403;80.623;52.365;NaN;22.036;87213;344.65;0.01;0.7929
8.3402;685.4;63.723;-10.74;64.791;10.743;62.997;55.21;83.766;41.231;11.716;0.22708;-23.364;-47.999;9.7843;1.0491;0;-0.017131;1.1537;8256.4;0;5.5915;0.01467;1621.7;1402.3;2.7129;0.1874;11458462;0;7.9733;0.72025;0.72262;0.43585;0.15984;0.12457;0.13169;0.35691;-3.1762e-4;0;0;0;0;-1.2612e-7;0.0090689;80.9;0.0051403;80.612;52.368;NaN;22.03;87206;344.65;0.01;0.79323
8.3502;686.04;63.615;-10.737;64.685;10.739;63.085;55.287;83.883;41.231;11.715;0.22578;-23.364;-47.999;9.7843;1.0397;0;0.020359;1.1538;8256.4;0;5.5915;0.01467;1622.1;1402.3;2.7168;0.18709;11439179;0;7.946;0.72024;0.72256;0.43585;0.15983;0.12455;0.13038;0.35386;-0.001022;0;0;0;0;1.7872e-7;0.0090546;80.9;0.0051403;80.6;52.372;NaN;22.025;87200;344.65;0.01;0.79344
8.3602;686.67;63.508;-10.734;64.579;10.736;63.173;55.364;84;41.231;11.713;0.22703;-23.364;-47.999;9.7843;1.0553;0;0.05154;1.1539;8256.4;0;5.5915;0.01467;1621.5;1402.3;2.7099;0.18678;1.142e7;0;7.9199;0.72022;0.72261;0.43586;0.15982;0.12454;0.13254;0.35956;-3.9881e-4;0;0;0;0;1.1492e-6;0.0090402;80.9;0.0051403;80.589;52.379;NaN;22.02;87193;344.64;0.01;0.79363
8.3702;687.31;63.401;-10.731;64.473;10.733;63.261;55.441;84.117;41.231;11.712;0.22826;-23.364;-47.999;9.7843;1.0706;0;0.083119;1.154;8256.4;0;5.5915;0.01467;1620.9;1402.3;2.703;0.18647;1.14e7;0;7.8938;0.7202;0.72267;0.43586;0.15982;0.12452;0.13466;0.3639;-1.1299e-4;0;0;0;0;2.9988e-6;0.0090259;80.9;0.0051403;80.577;52.387;NaN;22.015;87187;344.64;0.01;0.79381
8.3802;687.94;63.293;-10.727;64.368;10.73;63.35;55.518;84.235;41.231;11.711;0.22947;-23.364;-47.999;9.7843;1.0856;0;0.11506;1.1541;8256.4;0;5.5915;0.01467;1620.4;1402.3;2.6963;0.18617;11380932;0;7.8677;0.72019;0.72272;0.43587;0.15981;0.12451;0.13675;0.36891;-2.537e-4;0;0;0;0;5.7656e-6;0.0090115;80.9;0.0051403;80.566;52.398;NaN;22.01;87181;344.64;0.01;0.79399
8.3902;688.57;63.186;-10.724;64.262;10.727;63.438;55.595;84.352;41.23;11.71;0.23065;-23.364;-47.999;9.7843;1.1004;0;0.14741;1.1543;8256.4;0;5.5915;0.01467;1619.9;1402.3;2.6898;0.18586;11361535;0;7.8417;0.72017;0.72277;0.43587;0.15981;0.12449;0.1388;0.37307;-8.1953e-4;0;0;0;0;9.4954e-6;0.0089972;80.9;0.0051403;80.555;52.411;NaN;22.005;87174;344.63;0.01;0.79417
8.4002;689.2;63.079;-10.721;64.156;10.724;63.526;55.672;84.469;41.23;11.709;0.23189;-23.364;-47.999;9.7843;1.1155;0;0.17995;1.1545;8256.4;0;5.5915;0.01467;1619.3;1402.3;2.6831;0.18555;11342142;0;7.8158;0.72016;0.72282;0.43588;0.1598;0.12448;0.14092;0.37823;-5.7094e-4;0;0;0;0;1.4197e-5;0.0089829;80.9;0.0051403;80.543;52.425;NaN;21.999;87168;344.63;0.01;0.79436
8.4102;689.83;62.972;-10.719;64.051;10.721;63.614;55.749;84.586;41.23;11.708;0.23641;-23.364;-47.999;9.7843;1.1604;0;0.20668;1.1559;8256.4;0;5.5915;0.01467;1617.8;1402.3;2.6637;0.18524;11322593;0;7.7912;0.72014;0.72302;0.43588;0.15979;0.12446;0.14722;0.39189;-5.7462e-4;0;0;0;0;1.8791e-5;0.0089685;80.9;0.0051403;80.532;52.442;NaN;21.994;87161;344.63;0.01;0.79453
8.4202;690.46;62.864;-10.716;63.945;10.719;63.703;55.826;84.703;41.23;11.707;0.24108;-23.364;-47.999;9.7843;1.205;0;0.23512;1.1573;8256.4;0;5.5915;0.01467;1616.2;1402.3;2.6446;0.18493;11303059;0;7.7667;0.72012;0.72323;0.43589;0.15979;0.12445;0.15354;0.40604;-5.0914e-4;0;0;0;0;2.44e-5;0.0089542;80.9;0.0051403;80.52;52.46;NaN;21.989;87155;344.62;0.01;0.79471
8.4302;691.09;62.757;-10.713;63.84;10.716;63.791;55.903;84.82;41.229;11.706;0.24588;-23.364;-47.999;9.7843;1.2493;0;0.26518;1.1588;8256.4;0;5.5915;0.01467;1614.7;1402.3;2.6258;0.18462;11283540;0;7.7424;0.72011;0.72344;0.43589;0.15978;0.12443;0.15987;0.41963;-5.6635e-4;0;0;0;0;3.1143e-5;0.0089399;80.9;0.0051403;80.509;52.481;NaN;21.984;87148;344.62;0.01;0.79488
8.4402;691.72;62.65;-10.711;63.734;10.714;63.879;55.98;84.937;41.229;11.705;0.2508;-23.364;-47.999;9.7843;1.2935;0;0.2968;1.1603;8256.4;0;5.5915;0.01467;1613.2;1402.3;2.6072;0.18431;11264036;0;7.7182;0.72009;0.72365;0.4359;0.15978;0.12442;0.16622;0.43377;-5.124e-4;0;0;0;0;3.9143e-5;0.0089256;80.9;0.0051403;80.498;52.504;NaN;21.979;87142;344.62;0.01;0.79505
8.4502;692.34;62.543;-10.708;63.629;10.711;63.968;56.056;85.054;41.229;11.704;0.25564;-23.364;-47.999;9.7843;1.3358;0;0.33015;1.1618;8256.4;0;5.5915;0.01467;1611.8;1402.3;2.5895;0.184;11244553;0;7.694;0.72008;0.72387;0.4359;0.15977;0.1244;0.17236;0.44609;-2.3778e-4;0;0;0;0;4.8598e-5;0.0089113;80.9;0.0051403;80.486;52.53;NaN;21.974;87136;344.62;0.01;0.79523
8.4602;692.97;62.436;-10.704;63.523;10.707;64.056;56.133;85.171;41.229;11.703;0.2531;-23.364;-47.999;9.7843;1.3198;0;0.37369;1.1605;8256.4;0;5.5915;0.01467;1612.3;1402.3;2.596;0.1837;11225362;0;7.6669;0.72006;0.72376;0.43591;0.15976;0.12439;0.17002;0.44088;-8.6657e-4;0;0;0;0;6.247e-5;0.008897;80.9;0.0051403;80.475;52.557;NaN;21.969;87129;344.61;0.01;0.7954
8.4702;693.59;62.329;-10.701;63.418;10.704;64.144;56.21;85.288;41.228;11.702;0.25056;-23.364;-47.999;9.7843;1.3034;0;0.41682;1.1589;8256.4;0;5.5915;0.01467;1612.8;1402.3;2.6026;0.18339;11206181;0;7.6398;0.72004;0.72366;0.43591;0.15976;0.12437;0.16764;0.43573;-2.6375e-4;0;0;0;0;7.7981e-5;0.0088827;80.9;0.0051403;80.464;52.587;NaN;21.964;87123;344.61;0.01;0.7956
8.4802;694.22;62.222;-10.697;63.313;10.7;64.233;56.287;85.405;41.228;11.701;0.24802;-23.364;-47.999;9.7843;1.2866;0;0.45951;1.1572;8256.4;0;5.5915;0.01467;1613.4;1402.3;2.6094;0.18309;11187009;0;7.6128;0.72003;0.72355;0.43592;0.15975;0.12436;0.16521;0.4307;-4.8601e-4;0;0;0;0;9.5091e-5;0.0088684;80.9;0.0051403;80.453;52.619;NaN;21.959;87117;344.61;0.01;0.79578
8.4902;694.84;62.115;-10.694;63.207;10.697;64.321;56.364;85.522;41.228;11.7;0.24548;-23.364;-47.999;9.7843;1.2694;0;0.50177;1.1551;8256.4;0;5.5915;0.01467;1613.9;1402.3;2.6163;0.18278;11167847;0;7.5859;0.72001;0.72345;0.43592;0.15975;0.12434;0.16273;0.42532;-5.2857e-4;0;0;0;0;1.1377e-4;0.0088541;80.9;0.0051403;80.442;52.653;NaN;21.954;87110;344.6;0.01;0.79595
8.5002;695.46;62.008;-10.691;63.102;10.693;64.409;56.44;85.639;41.227;11.699;0.24297;-23.364;-47.999;9.7843;1.2521;0;0.54359;1.1529;8256.4;0;5.5915;0.01467;1614.5;1402.3;2.6234;0.18248;11148694;0;7.559;0.72;0.72334;0.43593;0.15974;0.12433;0.16024;0.42072;-4.2843e-4;0;0;0;0;1.3397e-4;0.0088398;80.9;0.0051403;80.43;52.69;NaN;21.948;87104;344.6;0.01;0.79612
8.5102;696.08;61.901;-10.687;62.997;10.69;64.498;56.517;85.756;41.227;11.698;0.24121;-23.364;-47.999;9.7843;1.2408;0;0.58377;1.151;8256.4;0;5.5915;0.01467;1614.9;1402.3;2.6279;0.18217;1.113e7;0;7.5324;0.71998;0.72327;0.43593;0.15973;0.12431;0.15863;0.41679;-5.5138e-4;0;0;0;0;1.5502e-4;0.0088256;80.9;0.0051403;80.419;52.728;NaN;21.943;87098;344.6;0.01;0.79629
8.5202;696.7;61.794;-10.684;62.892;10.687;64.586;56.594;85.873;41.226;11.697;0.23944;-23.364;-47.999;9.7843;1.2293;0;0.62361;1.1489;8256.4;0;5.5915;0.01467;1615.2;1402.3;2.6326;0.18187;1.111e7;0;7.5059;0.71997;0.72319;0.43594;0.15973;0.1243;0.15698;0.41305;-6.3421e-4;0;0;0;0;1.775e-4;0.0088113;80.9;0.0051403;80.408;52.769;NaN;21.938;87091;344.59;0.01;0.79646
8.5302;697.31;61.688;-10.68;62.787;10.683;64.674;56.67;85.99;41.226;11.696;0.23766;-23.364;-47.999;9.7843;1.2174;0;0.66314;1.1466;8256.4;0;5.5915;0.01467;1615.6;1402.3;2.6374;0.18157;11091193;0;7.4795;0.71995;0.72312;0.43594;0.15972;0.12429;0.15528;0.40955;-9.1221e-4;0;0;0;0;2.0139e-4;0.008797;80.9;0.0051403;80.397;52.811;NaN;21.933;87085;344.59;0.01;0.79663
8.5402;697.93;61.581;-10.677;62.681;10.68;64.763;56.747;86.107;41.226;11.695;0.23587;-23.364;-47.999;9.7843;1.2052;0;0.70232;1.1441;8256.4;0;5.5915;0.01467;1616;1402.3;2.6424;0.18126;11072045;0;7.4531;0.71994;0.72304;0.43595;0.15972;0.12427;0.15354;0.40583;-4.0015e-4;0;0;0;0;2.2666e-4;0.0087828;80.9;0.0051403;80.386;52.856;NaN;21.928;87079;344.59;0.01;0.79681
8.5502;698.54;61.474;-10.674;62.576;10.676;64.851;56.823;86.224;41.225;11.694;0.23408;-23.364;-47.999;9.7843;1.1927;0;0.74114;1.1413;8256.4;0;5.5915;0.01467;1616.4;1402.3;2.6475;0.18096;11052904;0;7.4268;0.71992;0.72296;0.43595;0.15971;0.12426;0.15176;0.40111;-1.5418e-4;0;0;0;0;2.5326e-4;0.0087685;80.9;0.0051403;80.375;52.902;NaN;21.923;87073;344.58;0.01;0.79698
8.5602;699.16;61.367;-10.67;62.471;10.673;64.94;56.9;86.341;41.225;11.693;0.23265;-23.364;-47.999;9.7843;1.1834;0;0.77891;1.1389;8256.4;0;5.5915;0.01467;1616.7;1402.3;2.6512;0.18065;11033755;0;7.4006;0.7199;0.7229;0.43596;0.1597;0.12424;0.15044;0.39906;-0.0010886;0;0;0;0;2.8068e-4;0.0087543;80.9;0.0051403;80.364;52.951;NaN;21.918;87066;344.58;0.01;0.79715
8.5702;699.77;61.261;-10.667;62.366;10.67;65.028;56.976;86.458;41.224;11.692;0.23121;-23.364;-47.999;9.7843;1.1738;0;0.8164;1.1363;8256.4;0;5.5915;0.01467;1617.1;1402.3;2.6551;0.18035;11014615;0;7.3745;0.71989;0.72284;0.43596;0.1597;0.12423;0.14908;0.39563;-6.6887e-4;0;0;0;0;3.094e-4;0.00874;80.9;0.0051403;80.353;53.001;NaN;21.913;87060;344.58;0.01;0.79732
8.5802;700.38;61.154;-10.664;62.261;10.666;65.116;57.053;86.575;41.224;11.69;0.22975;-23.364;-47.999;9.7842;1.1639;0;0.85361;1.1334;8256.4;0;5.5915;0.01467;1617.4;1402.3;2.6592;0.18004;10995484;0;7.3485;0.71987;0.72277;0.43597;0.15969;0.12421;0.14767;0.39235;-5.6107e-4;0;0;0;0;3.3939e-4;0.0087258;80.9;0.0051403;80.342;53.053;NaN;21.908;87054;344.58;0.01;0.79749
8.5902;700.99;61.047;-10.661;62.156;10.663;65.205;57.129;86.692;41.223;11.689;0.22828;-23.364;-47.999;9.7842;1.1537;0;0.89051;1.1304;8256.4;0;5.5915;0.01467;1617.7;1402.3;2.6633;0.17974;10976361;0;7.3225;0.71986;0.72271;0.43597;0.15969;0.1242;0.14623;0.3887;-0.0010558;0;0;0;0;3.7063e-4;0.0087115;80.9;0.0051403;80.331;53.108;NaN;21.903;87048;344.57;0.01;0.79766
8.6002;701.6;60.941;-10.657;62.051;10.66;65.293;57.206;86.808;41.223;11.688;0.2268;-23.364;-47.999;9.7842;1.1431;0;0.92717;1.127;8256.4;0;5.5915;0.01467;1618.1;1402.3;2.6677;0.17944;10957248;0;7.2966;0.71984;0.72264;0.43598;0.15968;0.12419;0.14474;0.38611;-8.4418e-4;0;0;0;0;4.0314e-4;0.0086973;80.9;0.0051403;80.32;53.163;NaN;21.898;87041;344.57;0.01;0.79784
8.6102;702.21;60.834;-10.654;61.947;10.656;65.382;57.282;86.925;41.222;11.687;0.225;-23.364;-47.999;9.7842;1.1292;0;0.96427;1.1228;8256.4;0;5.5915;0.01467;1618.5;1402.3;2.6735;0.17913;10938159;0;7.2706;0.71983;0.72256;0.43598;0.15968;0.12417;0.14277;0.38144;-4.6865e-4;0;0;0;0;4.3754e-4;0.0086831;80.9;0.0051403;80.309;53.221;NaN;21.893;87035;344.57;0.01;0.79801
