# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s);Total velocity (m/s);Total acceleration (m/s);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction ();Lateral velocity (m/s);Lateral acceleration (m/s);Latitude ();Longitude ();Gravitational acceleration (m/s);Angle of attack ();Roll rate (/s);Pitch rate (/s);Yaw rate (/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kgm);Rotational moment of inertia (kgm);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s);Reference length (mm);Reference area (m);Vertical orientation (zenith) ();Lateral orientation (azimuth) ();Wind velocity (m/s);Air temperature (C);Air pressure (Pa);Speed of sound (m/s);Simulation time step (s);Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.928;1.7159;12.558;57.986;12.611;58.235;0.12712;0.095795;0.15918;37;1.1649;5.3792;-23.364;-48;9.7864;13.898;0;0;0;9498.6;1242.2;6.1083;0.014955;NaN;1487.4;NaN;0.036941;2364174;646.14;0.42314;0.72511;0.92356;0.44689;0.15804;0.12018;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017271;80.9;0.0051403;84.7;37;NaN;26.693;93121;347.47;2e-3;0.5445
0.93;1.7411;12.674;58.124;12.728;58.374;0.12899;0.097204;0.16152;37;1.1757;5.392;-23.364;-48;9.7864;13.791;0;0;0;9497.3;1240.9;6.1078;0.014954;NaN;1487.3;NaN;0.037269;2385134;647.37;0.42967;0.72439;0.9214;0.44617;0.15805;0.12018;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017431;80.9;0.0051403;84.7;37;NaN;26.692;93121;347.47;2e-3;0.54469
0.932;1.7666;12.79;58.29;12.845;58.541;0.13088;0.098625;0.16388;37;1.1865;5.4074;-23.364;-48;9.7864;13.685;0;0;0;9496.1;1239.6;6.1074;0.014954;NaN;1487.2;NaN;0.037597;2406152;648.88;0.43625;0.72368;0.91924;0.44545;0.15805;0.12018;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017591;80.9;0.0051403;84.7;37;NaN;26.692;93121;347.47;2e-3;0.54488
0.934;1.7923;12.906;58.461;12.962;58.712;0.13278;0.10006;0.16626;37;1.1973;5.4233;-23.364;-48;9.7864;13.581;0;0;0;9494.8;1238.3;6.1069;0.014954;NaN;1487.2;NaN;0.037927;2427238;650.43;0.44289;0.72298;0.91708;0.44474;0.15805;0.12019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017751;80.9;0.0051403;84.7;37;NaN;26.692;93120;347.47;2e-3;0.54508
0.936;1.8182;13.023;58.633;13.079;58.884;0.13471;0.10151;0.16867;37;1.2081;5.4392;-23.364;-48;9.7864;13.477;0;0;0;9493.4;1237;6.1064;0.014953;NaN;1487.1;NaN;0.038258;2448394;651.98;0.44958;0.72228;0.91491;0.44404;0.15805;0.12019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0017912;80.9;0.0051403;84.7;37;NaN;26.692;93120;347.47;2e-3;0.54532
0.938;1.8444;13.141;58.804;13.197;59.056;0.13664;0.10297;0.1711;37;1.219;5.4551;-23.364;-48;9.7864;13.376;0;0;0;9492.1;1235.7;6.1059;0.014953;NaN;1487;NaN;0.038589;2469618;653.53;0.45632;0.72159;0.91274;0.44334;0.15805;0.12019;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018073;80.9;0.0051403;84.7;37;NaN;26.692;93120;347.47;2e-3;0.54555
0.94;1.8708;13.258;58.975;13.315;59.228;0.1386;0.10444;0.17355;37;1.2299;5.471;-23.364;-48;9.7864;13.276;0;0;0;9490.8;1234.4;6.1054;0.014953;NaN;1486.9;NaN;0.038922;2490912;655.08;0.46312;0.7209;0.91057;0.44265;0.15805;0.1202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018235;80.9;0.0051403;84.7;37;NaN;26.692;93120;347.47;2e-3;0.54588
0.942;1.8974;13.376;59.146;13.434;59.4;0.14057;0.10593;0.17602;37;1.2409;5.4868;-23.364;-48;9.7864;13.177;0;0;0;9489.5;1233.1;6.1049;0.014952;NaN;1486.8;NaN;0.039256;2512275;656.62;0.46998;0.72021;0.90841;0.44196;0.15805;0.1202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018397;80.9;0.0051403;84.7;37;NaN;26.692;93120;347.47;2e-3;0.5462
0.944;1.9243;13.495;59.318;13.552;59.572;0.14256;0.10743;0.17851;37;1.2518;5.5027;-23.364;-48;9.7864;13.079;0;0;0;9488.2;1231.8;6.1045;0.014952;NaN;1486.8;NaN;0.039591;2533707;658.17;0.4769;0.71954;0.90625;0.44128;0.15806;0.1202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.001856;80.9;0.0051403;84.7;37;NaN;26.691;93120;347.47;2e-3;0.54654
0.946;1.9514;13.613;59.489;13.672;59.744;0.14457;0.10894;0.18102;37;1.2629;5.5186;-23.364;-48;9.7864;12.983;0;0;0;9486.9;1230.5;6.104;0.014952;NaN;1486.7;NaN;0.039927;2555208;659.72;0.48387;0.71886;0.90409;0.4406;0.15806;0.12021;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018723;80.9;0.0051403;84.7;37;NaN;26.691;93119;347.47;2e-3;0.54688
0.948;1.9787;13.732;59.66;13.791;59.917;0.1466;0.11047;0.18356;37;1.2739;5.5345;-23.364;-48;9.7864;12.888;0;0;0;9485.6;1229.2;6.1035;0.014952;NaN;1486.6;NaN;0.040264;2576778;661.27;0.4909;0.7182;0.90194;0.43993;0.15806;0.12021;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0018887;80.9;0.0051403;84.7;37;NaN;26.691;93119;347.47;2e-3;0.54721
0.95;2.0063;13.852;59.832;13.911;60.089;0.14864;0.11201;0.18612;37;1.285;5.5504;-23.364;-48;9.7864;12.795;0;0;0;9484.3;1227.9;6.103;0.014951;NaN;1486.5;NaN;0.040602;2598416;662.82;0.498;0.71753;0.89979;0.43926;0.15806;0.12021;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019051;80.9;0.0051403;84.7;37;NaN;26.691;93119;347.47;2e-3;0.54754
0.952;2.0341;13.971;60.029;14.031;60.287;0.1507;0.11356;0.1887;37;1.2961;5.5687;-23.364;-48;9.7864;12.664;0;0;0;9483;1226.6;6.1025;0.014951;NaN;1486.5;NaN;0.040937;2619816;664.61;0.50472;0.71688;0.89711;0.43861;0.15806;0.12022;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019216;80.9;0.0051403;84.7;37;NaN;26.691;93119;347.47;2e-3;0.54787
0.954;2.0622;14.091;60.379;14.152;60.639;0.15278;0.11513;0.1913;37;1.3072;5.6012;-23.364;-48;9.7864;12.535;0;0;0;9481.7;1225.2;6.1021;0.014951;NaN;1486.4;NaN;0.041272;2641301;667.86;0.5115;0.71624;0.89443;0.43796;0.15806;0.12022;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019381;80.9;0.0051403;84.7;37;NaN;26.691;93119;347.47;2e-3;0.5482
0.956;2.0905;14.212;60.755;14.273;61.016;0.15488;0.11671;0.19393;37;1.3184;5.6361;-23.364;-48;9.7864;12.407;0;0;0;9480.3;1223.9;6.1016;0.01495;NaN;1486.3;NaN;0.04161;2662925;671.36;0.51835;0.7156;0.89173;0.43731;0.15806;0.12023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019547;80.9;0.0051403;84.7;37;NaN;26.691;93118;347.47;2e-3;0.54855
0.958;2.119;14.334;61.132;14.395;61.394;0.15699;0.1183;0.19658;37;1.3297;5.671;-23.364;-48;9.7864;12.281;0;0;0;9479;1222.5;6.1011;0.01495;NaN;1486.2;NaN;0.041951;2684698;674.85;0.52574;0.7156;0.88984;0.43731;0.15807;0.12023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019714;80.9;0.0051403;84.7;37;NaN;26.69;93118;347.47;2e-3;0.54887
0.96;2.1478;14.456;61.508;14.518;61.772;0.15913;0.11991;0.19925;37;1.341;5.7059;-23.364;-48;9.7864;12.156;0;0;0;9477.6;1221.2;6.1005;0.01495;NaN;1486.1;NaN;0.042293;2706621;678.34;0.53321;0.71561;0.88793;0.43731;0.15807;0.12023;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0019882;80.9;0.0051403;84.7;37;NaN;26.69;93118;347.47;2e-3;0.54919
0.962;2.1769;14.579;61.885;14.641;62.151;0.16128;0.12153;0.20194;37;1.3524;5.7409;-23.364;-48;9.7864;12.033;0;0;0;9476.2;1219.8;6.1;0.014949;NaN;1486;NaN;0.042638;2728691;681.84;0.54078;0.71561;0.88601;0.43731;0.15807;0.12024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020051;80.9;0.0051403;84.7;37;NaN;26.69;93118;347.47;2e-3;0.54951
0.964;2.2061;14.703;62.261;14.766;62.529;0.16345;0.12317;0.20466;37;1.3639;5.7758;-23.364;-48;9.7864;11.91;0;0;0;9474.9;1218.4;6.0995;0.014949;NaN;1486;NaN;0.042985;2750911;685.33;0.54843;0.71561;0.88409;0.4373;0.15807;0.12024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020222;80.9;0.0051403;84.7;37;NaN;26.69;93118;347.47;2e-3;0.54983
0.966;2.2357;14.827;62.638;14.891;62.907;0.16563;0.12481;0.2074;37;1.3755;5.8108;-23.364;-48;9.7864;11.79;0;0;0;9473.5;1217.1;6.099;0.014949;NaN;1485.9;NaN;0.043335;2773279;688.83;0.55617;0.71562;0.88217;0.4373;0.15807;0.12024;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020393;80.9;0.0051403;84.7;37;NaN;26.69;93117;347.47;2e-3;0.55016
0.968;2.2655;14.952;63.015;15.017;63.286;0.16784;0.12648;0.21016;37;1.3871;5.8457;-23.364;-48;9.7864;11.67;0;0;0;9472.2;1215.7;6.0985;0.014948;NaN;1485.8;NaN;0.043687;2795796;692.32;0.564;0.71562;0.88024;0.4373;0.15807;0.12025;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020565;80.9;0.0051403;84.7;37;NaN;26.69;93117;347.47;2e-3;0.55047
0.97;2.2955;15.079;63.392;15.143;63.664;0.17007;0.12815;0.21295;37;1.3988;5.8807;-23.364;-48;9.7864;11.552;0;0;0;9470.8;1214.3;6.098;0.014948;NaN;1485.7;NaN;0.044041;2818461;695.81;0.57193;0.71563;0.87831;0.4373;0.15808;0.12025;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020739;80.9;0.0051403;84.7;37;NaN;26.689;93117;347.47;2e-3;0.5507
0.972;2.3258;15.205;63.769;15.271;64.043;0.17231;0.12984;0.21575;37;1.4106;5.9157;-23.364;-48;9.7864;11.436;0;0;0;9469.4;1213;6.0975;0.014948;NaN;1485.6;NaN;0.044398;2841275;699.31;0.57995;0.71563;0.87638;0.4373;0.15808;0.12026;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0020913;80.9;0.0051403;84.7;37;NaN;26.689;93117;347.47;2e-3;0.55091
0.974;2.3563;15.333;64.06;15.399;64.335;0.17457;0.13155;0.21859;37;1.4224;5.9427;-23.364;-48;9.7864;11.32;0;0;0;9468.1;1211.6;6.097;0.014948;NaN;1485.6;NaN;0.044757;2864237;701.98;0.58806;0.71564;0.87445;0.4373;0.15808;0.12026;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021088;80.9;0.0051403;84.7;37;NaN;26.689;93117;347.47;2e-3;0.55111
0.976;2.3871;15.461;63.836;15.527;64.11;0.17685;0.13327;0.22144;37;1.4343;5.9219;-23.364;-48;9.7864;11.207;0;0;0;9466.7;1210.3;6.0965;0.014947;NaN;1485.5;NaN;0.045117;2887315;699.76;0.59626;0.71564;0.87252;0.4373;0.15808;0.12026;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021265;80.9;0.0051403;84.7;37;NaN;26.689;93116;347.47;2e-3;0.55141
0.978;2.4181;15.589;63.526;15.656;63.799;0.17915;0.135;0.22432;37;1.4461;5.8931;-23.364;-48;9.7864;11.095;0;0;0;9465.3;1208.9;6.096;0.014947;NaN;1485.4;NaN;0.045477;2910324;696.72;0.60448;0.71565;0.87062;0.43729;0.15808;0.12027;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002144;80.9;0.0051403;84.7;37;NaN;26.689;93116;347.47;2e-3;0.55171
0.98;2.4495;15.716;63.216;15.783;63.487;0.18147;0.13675;0.22723;37;1.4579;5.8643;-23.364;-48;9.7864;10.985;0;0;0;9464;1207.5;6.0955;0.014947;NaN;1485.3;NaN;0.045835;2933231;693.68;0.6127;0.71565;0.86873;0.43729;0.15808;0.12027;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021615;80.9;0.0051403;84.7;37;NaN;26.689;93116;347.47;2e-3;0.55202
0.982;2.481;15.842;62.905;15.91;63.175;0.18381;0.13851;0.23016;37;1.4696;5.8355;-23.364;-48;9.7864;10.878;0;0;0;9462.6;1206.2;6.095;0.014946;NaN;1485.2;NaN;0.046191;2956035;690.64;0.62093;0.71565;0.86687;0.43729;0.15809;0.12028;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021789;80.9;0.0051403;84.7;37;NaN;26.688;93116;347.47;2e-3;0.55227
0.984;2.5128;15.968;62.595;16.037;62.864;0.18617;0.14029;0.23311;37;1.4813;5.8068;-23.364;-48;9.7864;10.772;0;0;0;9461.2;1204.8;6.0945;0.014946;NaN;1485.1;NaN;0.046546;2978737;687.6;0.62917;0.71566;0.86503;0.43729;0.15809;0.12028;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0021962;80.9;0.0051403;84.7;37;NaN;26.688;93115;347.47;2e-3;0.55249
0.986;2.5449;16.093;62.284;16.162;62.552;0.18854;0.14208;0.23608;37;1.4929;5.7779;-23.364;-48;9.7864;10.669;0;0;0;9459.9;1203.4;6.094;0.014946;NaN;1485.1;NaN;0.046899;3001336;684.55;0.63741;0.71566;0.86321;0.43729;0.15809;0.12029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0022134;80.9;0.0051403;84.7;37;NaN;26.688;93115;347.47;2e-3;0.55268
0.988;2.5772;16.218;61.974;16.287;62.24;0.19094;0.14388;0.23908;37;1.5045;5.7491;-23.364;-48;9.7864;10.567;0;0;0;9458.5;1202.1;6.0935;0.014945;NaN;1485;NaN;0.047251;3023831;681.51;0.64565;0.71567;0.86141;0.43729;0.15809;0.12029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0022306;80.9;0.0051403;84.7;37;NaN;26.688;93115;347.47;2e-3;0.55288
0.99;2.6098;16.342;61.663;16.412;61.928;0.19335;0.1457;0.2421;37;1.516;5.7203;-23.364;-48;9.7864;10.468;0;0;0;9457.1;1200.7;6.093;0.014945;NaN;1484.9;NaN;0.047601;3046223;678.47;0.6539;0.71567;0.85963;0.43729;0.15809;0.12029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0022476;80.9;0.0051403;84.7;37;NaN;26.688;93115;347.47;2e-3;0.55312
0.992;2.6426;16.465;61.352;16.536;61.616;0.19578;0.14753;0.24514;37;1.5274;5.6915;-23.364;-48;9.7864;10.37;0;0;0;9455.8;1199.3;6.0925;0.014945;NaN;1484.8;NaN;0.047949;3068511;675.43;0.66215;0.71568;0.85788;0.43728;0.15809;0.1203;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0022646;80.9;0.0051403;84.7;37;NaN;26.688;93114;347.47;2e-3;0.55352
0.994;2.6756;16.588;61.041;16.659;61.304;0.19823;0.14938;0.24821;37;1.5388;5.6626;-23.364;-48;9.7864;10.274;0;0;0;9454.4;1198;6.092;0.014944;NaN;1484.7;NaN;0.048296;3090694;672.39;0.6704;0.71568;0.85615;0.43728;0.1581;0.1203;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0022815;80.9;0.0051403;84.7;37;NaN;26.687;93114;347.47;2e-3;0.55391
0.996;2.7089;16.71;60.73;16.782;60.991;0.2007;0.15123;0.2513;37;1.5501;5.6338;-23.364;-48;9.7864;10.18;0;0;0;9453;1196.6;6.0915;0.014944;NaN;1484.7;NaN;0.048641;3112773;669.35;0.67866;0.71569;0.85445;0.43728;0.1581;0.12031;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0022983;80.9;0.0051403;84.7;37;NaN;26.687;93114;347.47;2e-3;0.55427
0.998;2.7425;16.831;60.656;16.904;60.916;0.20318;0.15311;0.25441;37;1.5614;5.6269;-23.364;-48;9.7864;10.087;0;0;0;9451.7;1195.2;6.091;0.014944;NaN;1484.6;NaN;0.048985;3134746;668.55;0.68692;0.71569;0.85276;0.43728;0.1581;0.12031;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002315;80.9;0.0051403;84.7;37;NaN;26.687;93114;347.47;2e-3;0.55465
1;2.7762;16.953;60.817;17.026;61.079;0.20568;0.15499;0.25754;37;1.5727;5.6419;-23.364;-48;9.7864;9.9959;0;0;0;9450.3;1193.9;6.0904;0.014943;NaN;1484.5;NaN;0.049328;3156700;670;0.69522;0.7157;0.8511;0.43728;0.1581;0.12032;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0023316;80.9;0.0051403;84.7;37;NaN;26.687;93114;347.47;2e-3;0.55503
1.002;2.8103;17.074;60.979;17.148;61.241;0.2082;0.15689;0.2607;37;1.5839;5.6569;-23.364;-48;9.7864;9.9462;0;0;0;9449;1192.5;6.09;0.014943;NaN;1484.4;NaN;0.049676;3179001;671.45;0.70433;0.7157;0.85019;0.43728;0.1581;0.12032;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0023484;80.9;0.0051403;84.7;37;NaN;26.687;93113;347.47;2e-3;0.55538
1.004;2.8445;17.196;61.141;17.27;61.403;0.21074;0.15881;0.26388;37;1.5953;5.6718;-23.364;-48;9.7864;9.8971;0;0;0;9447.6;1191.2;6.0895;0.014943;NaN;1484.3;NaN;0.050026;3201363;672.89;0.71351;0.71571;0.84929;0.43728;0.1581;0.12033;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0023652;80.9;0.0051403;84.7;37;NaN;26.687;93113;347.47;2e-3;0.55574
1.006;2.879;17.319;61.302;17.393;61.565;0.2133;0.16073;0.26708;37;1.6066;5.6868;-23.364;-48;9.7864;9.8484;0;0;0;9446.3;1189.8;6.089;0.014943;NaN;1484.2;NaN;0.050376;3223786;674.34;0.72278;0.71571;0.8484;0.43727;0.15811;0.12033;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002382;80.9;0.0051403;84.7;37;NaN;26.686;93113;347.47;2e-3;0.55607
1.008;2.9138;17.441;61.464;17.516;61.728;0.21588;0.16267;0.27031;37;1.618;5.7018;-23.364;-48;9.7864;9.8002;0;0;0;9444.9;1188.5;6.0885;0.014942;NaN;1484.2;NaN;0.050728;3246270;675.79;0.73214;0.71572;0.84751;0.43727;0.15811;0.12033;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0023988;80.9;0.0051403;84.7;37;NaN;26.686;93113;347.47;2e-3;0.5564
1.01;2.9488;17.564;61.625;17.64;61.89;0.21847;0.16463;0.27355;37;1.6294;5.7168;-23.364;-48;9.7864;9.7526;0;0;0;9443.6;1187.2;6.088;0.014942;NaN;1484.1;NaN;0.05108;3268816;677.23;0.74158;0.71572;0.84664;0.43727;0.15811;0.12034;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0024157;80.9;0.0051403;84.7;37;NaN;26.686;93112;347.47;2e-3;0.55674
1.012;2.9841;17.688;61.787;17.763;62.053;0.22108;0.1666;0.27682;37;1.6408;5.7318;-23.364;-48;9.7864;9.7053;0;0;0;9442.2;1185.8;6.0875;0.014942;NaN;1484;NaN;0.051433;3291422;678.68;0.7511;0.71573;0.84577;0.43727;0.15811;0.12034;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0024327;80.9;0.0051403;84.7;37;NaN;26.686;93112;347.47;2e-3;0.55707
1.014;3.0196;17.811;61.949;17.888;62.215;0.22371;0.16858;0.28012;37;1.6523;5.7468;-23.364;-48;9.7864;9.6586;0;0;0;9440.9;1184.5;6.087;0.014941;NaN;1483.9;NaN;0.051788;3314090;680.13;0.7607;0.71573;0.84491;0.43727;0.15811;0.12035;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0024497;80.9;0.0051403;84.7;37;NaN;26.686;93112;347.47;2e-3;0.5574
1.016;3.0553;17.935;62.111;18.012;62.377;0.22636;0.17057;0.28343;37;1.6638;5.7618;-23.364;-48;9.7864;9.6123;0;0;0;9439.6;1183.1;6.0864;0.014941;NaN;1483.8;NaN;0.052143;3336818;681.57;0.77039;0.71574;0.84405;0.43727;0.15812;0.12035;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0024667;80.9;0.0051403;84.7;37;NaN;26.685;93112;347.47;2e-3;0.55775
1.018;3.0913;18.059;62.294;18.137;62.561;0.22903;0.17258;0.28677;37;1.6753;5.7788;-23.364;-48;9.7864;9.5665;0;0;0;9438.2;1181.8;6.0859;0.014941;NaN;1483.8;NaN;0.052499;3359608;683.22;0.78017;0.71574;0.8432;0.43726;0.15812;0.12036;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0024838;80.9;0.0051403;84.7;37;NaN;26.685;93111;347.47;2e-3;0.55808
1.02;3.1275;18.184;62.606;18.262;62.874;0.23171;0.17461;0.29013;37;1.6869;5.8077;-23.364;-48;9.7864;9.5211;0;0;0;9436.9;1180.4;6.0854;0.01494;NaN;1483.7;NaN;0.052857;3382466;686.09;0.79003;0.71575;0.84236;0.43726;0.15812;0.12036;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002501;80.9;0.0051403;84.7;37;NaN;26.685;93111;347.47;2e-3;0.55841
1.022;3.164;18.309;62.939;18.388;63.209;0.23441;0.17664;0.29352;37;1.6985;5.8386;-23.364;-48;9.7864;9.476;0;0;0;9435.5;1179;6.0849;0.01494;NaN;1483.6;NaN;0.053216;3405441;689.15;0.80001;0.71575;0.84153;0.43726;0.15812;0.12037;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0025182;80.9;0.0051403;84.7;37;NaN;26.685;93111;347.47;2e-3;0.55876
1.024;3.2008;18.435;63.272;18.514;63.544;0.23714;0.1787;0.29693;37;1.7102;5.8696;-23.364;-48;9.7864;9.4312;0;0;0;9434.1;1177.6;6.0844;0.01494;NaN;1483.5;NaN;0.053577;3428539;692.22;0.81009;0.71576;0.84069;0.43726;0.15812;0.12037;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0025355;80.9;0.0051403;84.7;37;NaN;26.685;93111;347.47;2e-3;0.55909
1.026;3.2378;18.562;63.606;18.641;63.879;0.23988;0.18076;0.30036;37;1.7219;5.9005;-23.364;-48;9.7864;9.3866;0;0;0;9432.7;1176.2;6.0839;0.014939;NaN;1483.4;NaN;0.05394;3451760;695.29;0.8203;0.71576;0.83986;0.43726;0.15813;0.12038;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0025529;80.9;0.0051403;84.7;37;NaN;26.684;93110;347.47;2e-3;0.55942
1.028;3.275;18.689;63.939;18.769;64.214;0.24264;0.18284;0.30382;37;1.7337;5.9315;-23.364;-48;9.7864;9.3423;0;0;0;9431.3;1174.8;6.0834;0.014939;NaN;1483.3;NaN;0.054305;3475105;698.35;0.83061;0.71577;0.83904;0.43726;0.15813;0.12038;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0025704;80.9;0.0051403;84.7;37;NaN;26.684;93110;347.47;2e-3;0.55975
1.03;3.3125;18.817;64.273;18.897;64.549;0.24542;0.18493;0.30729;37;1.7456;5.9624;-23.364;-48;9.7864;9.2983;0;0;0;9429.9;1173.4;6.0828;0.014939;NaN;1483.3;NaN;0.054671;3498574;701.42;0.84105;0.71577;0.83822;0.43725;0.15813;0.12039;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.002588;80.9;0.0051403;84.7;37;NaN;26.684;93110;347.47;2e-3;0.56007
1.032;3.3503;18.945;64.607;19.027;64.884;0.24821;0.18704;0.3108;37;1.7575;5.9934;-23.364;-48;9.7864;9.2545;0;0;0;9428.5;1172;6.0823;0.014938;NaN;1483.2;NaN;0.05504;3522167;704.49;0.8516;0.71578;0.8374;0.43725;0.15813;0.12039;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0026057;80.9;0.0051403;84.7;37;NaN;26.684;93110;347.47;2e-3;0.56041
1.034;3.3883;19.074;64.94;19.156;65.219;0.25103;0.18917;0.31432;37;1.7695;6.0243;-23.364;-48;9.7864;9.211;0;0;0;9427.1;1170.6;6.0818;0.014938;NaN;1483.1;NaN;0.055411;3545883;707.56;0.86227;0.71578;0.83659;0.43725;0.15813;0.1204;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0026235;80.9;0.0051403;84.7;37;NaN;26.684;93109;347.47;2e-3;0.56075
1.036;3.4266;19.204;65.274;19.287;65.555;0.25387;0.1913;0.31788;37;1.7815;6.0553;-23.364;-48;9.7864;9.1678;0;0;0;9425.7;1169.3;6.0813;0.014938;NaN;1483;NaN;0.055784;3569724;710.62;0.87307;0.71579;0.83579;0.43725;0.15814;0.1204;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0026413;80.9;0.0051403;84.7;37;NaN;26.683;93109;347.47;2e-3;0.56108
1.038;3.4651;19.335;65.608;19.418;65.89;0.25672;0.19345;0.32145;37;1.7936;6.0863;-23.364;-48;9.7864;9.1248;0;0;0;9424.3;1167.9;6.0808;0.014938;NaN;1482.9;NaN;0.056158;3593688;713.69;0.88398;0.7158;0.83498;0.43725;0.15814;0.12041;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0026593;80.9;0.0051403;84.7;37;NaN;26.683;93109;347.47;2e-3;0.56141
1.04;3.5039;19.466;65.942;19.55;66.225;0.2596;0.19562;0.32505;37;1.8058;6.1173;-23.364;-48;9.7864;9.082;0;0;0;9422.9;1166.5;6.0802;0.014937;NaN;1482.8;NaN;0.056535;3617776;716.76;0.89501;0.7158;0.83418;0.43725;0.15814;0.12042;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0026773;80.9;0.0051403;84.7;37;NaN;26.683;93108;347.47;2e-3;0.56176
1.042;3.543;19.598;66.258;19.682;66.542;0.26249;0.1978;0.32867;37;1.8181;6.1465;-23.364;-48;9.7864;9.0396;0;0;0;9421.5;1165.1;6.0797;0.014937;NaN;1482.8;NaN;0.056913;3641988;719.65;0.90617;0.71581;0.83339;0.43724;0.15814;0.12042;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.0026955;80.9;0.0051403;84.7;37;NaN;26.683;93108;347.47;2e-3;0.5621
