Time [s],Altitude [ft.],Altitude [m],Pressure [mBar],Velocity [m/s],Temperature [°C],Events,Voltages [V]
130.1,588.7137,179.440,798.6,-20.13132,34.8,-,8.848697
130.15,587.7044,179.132,798.7,-20.13132,34.8,-,8.848697
130.2,586.6959,178.825,798.8,-20.13132,34.8,-,8.848697
130.25,586.6959,178.825,798.8,-19.17337,34.8,-,8.848697
130.3,585.6868,178.517,798.9,-19.17337,34.8,-,8.848697
130.35,585.6868,178.517,798.9,-18.21543,34.8,-,8.848697
130.4,583.6702,177.903,799.1,-19.17337,34.8,-,8.848697
130.45,583.6702,177.903,799.1,-18.21543,34.8,-,8.848697
130.5,582.6614,177.595,799.2,-19.17337,34.8,-,8.848697
130.55,581.6533,177.288,799.3,-20.13132,34.8,-,8.848697
130.6,579.6368,176.673,799.5,-21.08926,34.8,-,8.848697
130.65,578.6291,176.366,799.6,-20.1168,34.8,-,8.848697
130.7,577.6208,176.059,799.7,-20.1168,34.8,-,8.848697
130.75,575.6052,175.444,799.9,-21.07474,34.8,-,8.848697
130.8,574.5979,175.137,800,-21.07474,34.8,-,8.848697
130.85,573.5906,174.830,800.1,-21.07474,34.8,-,8.848697
130.9,572.5828,174.523,800.2,-21.07474,34.8,-,8.848697
130.95,571.5758,174.216,800.3,-20.1168,34.8,-,8.848697
131,570.5683,173.909,800.4,-20.1168,34.8,-,8.848697
131.05,569.5614,173.602,800.5,-20.1168,34.8,-,8.848697
131.1,569.5614,173.602,800.5,-19.15886,34.8,-,8.848697
131.15,568.5547,173.295,800.6,-19.15886,34.8,-,8.848697
131.2,567.5474,172.988,800.7,-19.15886,34.8,-,8.848697
131.25,566.5409,172.682,800.8,-19.15886,34.8,-,8.848697
131.3,566.5409,172.682,800.8,-19.15886,34.8,-,8.848697
131.35,566.5409,172.682,800.8,-18.20091,34.8,-,8.848697
131.4,565.5339,172.375,800.9,-19.15886,34.8,-,8.848697
131.45,565.5339,172.375,800.9,-17.24297,34.8,-,8.848697
131.5,564.5275,172.068,801,-18.20091,34.7,-,8.868145
131.55,561.5085,171.148,801.3,-20.1168,34.7,-,8.868145
131.6,559.4962,170.534,801.5,-21.07474,34.7,-,8.868145
131.65,557.4843,169.921,801.7,-21.07474,34.7,-,8.868145
131.7,556.4787,169.615,801.8,-21.07474,34.7,-,8.868145
131.75,555.4727,169.308,801.9,-21.07474,34.7,-,8.868145
131.8,554.4674,169.002,802,-20.1168,34.7,-,8.868145
131.85,553.4622,168.695,802.1,-20.1168,34.7,-,8.868145
131.9,552.4565,168.389,802.2,-20.1168,34.7,-,8.868145
131.95,551.4515,168.082,802.3,-20.1168,34.7,-,8.868145
132,550.4459,167.776,802.4,-20.1168,34.7,-,8.868145
132.05,549.4411,167.470,802.5,-20.1168,34.7,-,8.868145
132.1,549.4411,167.470,802.5,-19.15886,34.7,-,8.868145
132.15,548.4364,167.163,802.6,-20.1168,34.7,-,8.868145
132.2,547.4312,166.857,802.7,-20.1168,34.7,-,8.868145
132.25,546.4267,166.551,802.8,-20.1168,34.7,-,8.868145
132.3,545.4217,166.245,802.9,-20.1168,34.7,-,8.868145
132.35,544.4174,165.938,803,-21.07474,34.7,-,8.868145
132.4,543.4132,165.632,803.1,-22.03268,34.7,-,8.868145
132.45,542.4084,165.326,803.2,-22.03268,34.7,-,8.868145
132.5,540.4,164.714,803.4,-23.94857,34.7,-,8.868145
132.55,539.3962,164.408,803.5,-23.94857,34.7,-,8.848697
132.6,538.3925,164.102,803.6,-22.03268,34.7,-,8.848697
132.65,537.3883,163.796,803.7,-21.07474,34.7,-,8.848697
132.7,536.3848,163.490,803.8,-20.1168,34.7,-,8.848697
132.75,535.3808,163.184,803.9,-20.1168,34.7,-,8.848697
132.8,535.3808,163.184,803.9,-19.15886,34.7,-,8.848697
132.85,534.3775,162.878,804,-19.15886,34.7,-,8.848697
132.9,534.3775,162.878,804,-18.20091,34.7,-,8.848697
132.95,533.3743,162.572,804.1,-18.20091,34.7,-,8.848697
133,531.3677,161.961,804.3,-19.15886,34.7,-,8.848697
133.05,530.3641,161.655,804.4,-19.15886,34.7,-,8.848697
133.1,529.3614,161.349,804.5,-19.15886,34.7,-,8.848697
133.15,528.3587,161.044,804.6,-20.1168,34.7,-,8.848697
133.2,527.3555,160.738,804.7,-20.1168,34.7,-,8.848697
133.25,526.353,160.432,804.8,-20.1168,34.7,-,8.848697
133.3,525.35,160.127,804.9,-20.1168,34.7,-,8.848697
133.35,524.3478,159.821,805,-20.1168,34.7,-,8.848697
133.4,523.3456,159.516,805.1,-20.1168,34.7,-,8.848697
133.45,522.3429,159.210,805.2,-20.1168,34.7,-,8.848697
133.5,521.3409,158.905,805.3,-20.1168,34.6,-,8.868145
133.55,521.3409,158.905,805.3,-18.20091,34.6,-,8.868145
133.6,520.3384,158.599,805.4,-18.20091,34.6,-,8.868145
133.65,519.3367,158.294,805.5,-18.20091,34.6,-,8.868145
133.7,518.335,157.989,805.6,-18.20091,34.6,-,8.868145
133.75,517.3328,157.683,805.7,-18.20091,34.6,-,8.868145
133.8,517.3328,157.683,805.7,-17.24297,34.6,-,8.868145
133.85,517.3328,157.683,805.7,-17.24297,34.6,-,8.868145
133.9,517.3328,157.683,805.7,-16.28503,34.6,-,8.868145
133.95,516.3314,157.378,805.8,-17.24297,34.6,-,8.868145
134,515.3293,157.072,805.9,-17.24297,34.6,-,8.868145
134.05,514.3281,156.767,806,-16.28503,34.6,-,8.868145
134.1,513.3269,156.462,806.1,-16.28503,34.6,-,8.868145
134.15,512.3252,156.157,806.2,-16.28503,34.6,-,8.868145
134.2,510.3228,155.546,806.4,-17.22846,34.6,-,8.868145
134.25,510.3228,155.546,806.4,-16.27051,34.6,-,8.868145
134.3,509.322,155.241,806.5,-16.27051,34.6,-,8.868145
134.35,508.3213,154.936,806.6,-16.27051,34.6,-,8.868145
134.4,508.3213,154.936,806.6,-15.31257,34.6,-,8.868145
134.45,506.3197,154.326,806.8,-16.256,34.6,-,8.868145
134.5,505.3187,154.021,806.9,-16.256,34.6,-,8.868145
134.55,503.3183,153.411,807.1,-17.19943,34.6,-,8.848697
134.6,502.3176,153.106,807.2,-18.15737,34.6,-,8.848697
134.65,501.3177,152.802,807.3,-18.15737,34.6,-,8.848697
134.7,500.3172,152.497,807.4,-18.15737,34.6,-,8.848697
134.75,499.3174,152.192,807.5,-18.15737,34.6,-,8.848697
134.8,498.3177,151.887,807.6,-18.15737,34.6,-,8.848697
134.85,497.3176,151.582,807.7,-19.11531,34.6,-,8.848697
134.9,496.3181,151.278,807.8,-20.07326,34.6,-,8.848697
134.95,496.3181,151.278,807.8,-20.07326,34.6,-,8.848697
135,495.3181,150.973,807.9,-20.07326,34.6,-,8.848697
135.05,494.3189,150.668,808,-20.07326,34.6,-,8.848697
135.1,493.3197,150.364,808.1,-20.07326,34.6,-,8.848697
135.15,493.3197,150.364,808.1,-19.11531,34.6,-,8.848697
135.2,492.32,150.059,808.2,-19.11531,34.6,-,8.848697
135.25,491.3211,149.755,808.3,-18.17189,34.6,-,8.848697
135.3,491.3211,149.755,808.3,-18.17189,34.6,-,8.848697
135.35,490.3216,149.450,808.4,-18.17189,34.6,-,8.848697
135.4,489.3229,149.146,808.5,-18.17189,34.6,-,8.848697
135.45,489.3229,149.146,808.5,-18.17189,34.6,-,8.848697
135.5,488.3242,148.841,808.6,-17.22846,34.7,-,8.848697
135.55,486.3265,148.232,808.8,-18.17189,34.7,-,8.848697
135.6,485.3276,147.928,808.9,-17.22846,34.7,-,8.848697
135.65,484.3293,147.624,809,-17.22846,34.7,-,8.848697
135.7,483.3311,147.319,809.1,-17.21394,34.7,-,8.848697
135.75,482.3325,147.015,809.2,-17.21394,34.7,-,8.848697
135.8,481.3345,146.711,809.3,-17.19943,34.7,-,8.848697
135.85,480.336,146.406,809.4,-17.19943,34.7,-,8.848697
135.9,479.3383,146.102,809.5,-17.18491,34.7,-,8.848697
135.95,478.3406,145.798,809.6,-17.1704,34.7,-,8.848697
136,477.3425,145.494,809.7,-18.11383,34.7,-,8.848697
136.05,475.347,144.886,809.9,-19.05726,34.7,-,8.848697
136.1,475.347,144.886,809.9,-18.09931,34.7,-,8.848697
136.15,474.3498,144.582,810,-18.0848,34.7,-,8.848697
136.2,473.3526,144.278,810.1,-19.02823,34.7,-,8.848697
136.25,472.3549,143.974,810.2,-19.01371,34.7,-,8.848697
136.3,471.3579,143.670,810.3,-18.9992,34.7,-,8.848697
136.35,470.3604,143.366,810.4,-19.94263,34.7,-,8.848697
136.4,469.3637,143.062,810.5,-19.92811,34.7,-,8.848697
136.45,468.367,142.758,810.6,-19.9136,34.7,-,8.848697
136.5,467.3698,142.454,810.7,-20.85703,34.7,-,8.848697
136.55,466.3734,142.151,810.8,-20.84251,34.6,-,8.848697
136.6,465.3764,141.847,810.9,-19.88457,34.6,-,8.848697
136.65,464.3801,141.543,811,-19.87006,34.6,-,8.848697
136.7,463.384,141.239,811.1,-19.85554,34.6,-,8.848697
136.75,462.3873,140.936,811.2,-19.85554,34.6,-,8.848697
136.8,461.3913,140.632,811.3,-19.84103,34.6,-,8.848697
136.85,460.3948,140.328,811.4,-19.84103,34.6,-,8.848697
136.9,460.3948,140.328,811.4,-18.88309,34.6,-,8.848697
136.95,459.3991,140.025,811.5,-18.88309,34.6,-,8.848697
137,458.4034,139.721,811.6,-18.88309,34.6,-,8.848697
137.05,456.4117,139.114,811.8,-19.84103,34.6,-,8.848697
137.1,455.4158,138.811,811.9,-18.88309,34.6,-,8.848697
137.15,454.4205,138.507,812,-19.82652,34.6,-,8.848697
137.2,454.4205,138.507,812,-18.88309,34.6,-,8.848697
137.25,452.4296,137.901,812.2,-19.84103,34.6,-,8.848697
137.3,451.4346,137.597,812.3,-19.84103,34.6,-,8.848697
137.35,451.4346,137.597,812.3,-18.8976,34.6,-,8.848697
137.4,450.4392,137.294,812.4,-18.8976,34.6,-,8.848697
137.45,449.4444,136.991,812.5,-18.8976,34.6,-,8.848697
137.5,448.4497,136.687,812.6,-18.8976,34.7,-,8.868145
137.55,447.4545,136.384,812.7,-18.8976,34.7,-,8.868145
137.6,447.4545,136.384,812.7,-17.95417,34.7,-,8.868145
137.65,446.46,136.081,812.8,-17.95417,34.7,-,8.868145
137.7,445.465,135.778,812.9,-17.95417,34.7,-,8.868145
137.75,444.4708,135.475,813,-17.95417,34.7,-,8.868145
137.8,443.4766,135.172,813.1,-17.95417,34.7,-,8.868145
137.85,442.4819,134.868,813.2,-17.95417,34.7,-,8.868145
137.9,441.4879,134.566,813.3,-17.95417,34.7,-,8.868145
137.95,440.4934,134.262,813.4,-18.8976,34.7,-,8.868145
138,439.4996,133.959,813.5,-18.8976,34.7,-,8.868145
138.05,438.5059,133.657,813.6,-18.8976,34.7,-,8.868145
138.1,437.5117,133.354,813.7,-17.93966,34.7,-,8.868145
138.15,436.5182,133.051,813.8,-17.93966,34.7,-,8.868145
138.2,435.5243,132.748,813.9,-17.93966,34.7,-,8.868145
138.25,434.5309,132.445,814,-18.88309,34.7,-,8.868145
138.3,433.5377,132.142,814.1,-17.92514,34.7,-,8.868145
138.35,433.5377,132.142,814.1,-16.98171,34.7,-,8.868145
138.4,432.544,131.839,814.2,-17.92514,34.7,-,8.868145
138.45,431.551,131.537,814.3,-17.92514,34.7,-,8.868145
138.5,431.551,131.537,814.3,-16.98171,34.7,-,8.868145
138.55,430.5575,131.234,814.4,-16.98171,34.6,-,8.848697
138.6,430.5575,131.234,814.4,-16.03829,34.6,-,8.848697
138.65,429.5647,130.931,814.5,-16.98171,34.6,-,8.848697
138.7,428.5721,130.629,814.6,-16.98171,34.6,-,8.848697
138.75,426.5863,130.024,814.8,-17.92514,34.6,-,8.848697
138.8,425.5933,129.721,814.9,-17.92514,34.6,-,8.848697
138.85,423.6088,129.116,815.1,-18.86857,34.6,-,8.848697
138.9,422.6161,128.813,815.2,-18.86857,34.6,-,8.848697
138.95,421.6241,128.511,815.3,-18.86857,34.6,-,8.848697
139,420.6315,128.208,815.4,-18.86857,34.6,-,8.848697
139.05,419.6397,127.906,815.5,-18.86857,34.6,-,8.848697
139.1,417.6558,127.301,815.7,-19.812,34.6,-,8.848697
139.15,417.6558,127.301,815.7,-18.86857,34.6,-,8.848697
139.2,416.6643,126.999,815.8,-18.86857,34.6,-,8.848697
139.25,415.6722,126.697,815.9,-18.86857,34.6,-,8.848697
139.3,413.6897,126.093,816.1,-19.812,34.6,-,8.848697
139.35,413.6897,126.093,816.1,-18.86857,34.6,-,8.848697
139.4,412.698,125.790,816.2,-19.812,34.6,-,8.848697
139.45,412.698,125.790,816.2,-18.86857,34.6,-,8.848697
139.5,411.7069,125.488,816.3,-18.86857,34.5,-,8.848697
139.55,411.7069,125.488,816.3,-18.86857,34.5,-,8.848697
139.6,411.7069,125.488,816.3,-17.92514,34.5,-,8.848697
139.65,410.7154,125.186,816.4,-18.86857,34.5,-,8.848697
139.7,409.7245,124.884,816.5,-18.86857,34.5,-,8.848697
139.75,408.7339,124.582,816.6,-18.86857,34.5,-,8.848697
139.8,406.752,123.978,816.8,-18.86857,34.5,-,8.848697
139.85,404.7707,123.374,817,-19.812,34.5,-,8.848697
139.9,403.7804,123.072,817.1,-18.86857,34.5,-,8.848697
139.95,401.7997,122.469,817.3,-19.812,34.5,-,8.848697
140,400.8091,122.167,817.4,-19.812,34.5,-,8.848697
140.05,398.8295,121.563,817.6,-20.75543,34.5,-,8.848697
140.1,398.8295,121.563,817.6,-19.812,34.5,-,8.848697
140.15,397.8392,121.261,817.7,-18.86857,34.5,-,8.848697
140.2,396.8497,120.960,817.8,-19.812,34.5,-,8.848697
140.25,395.8596,120.658,817.9,-19.812,34.5,-,8.848697
140.3,394.8702,120.356,818,-19.812,34.5,-,8.848697
140.35,393.881,120.055,818.1,-18.86857,34.5,-,8.848697
140.4,393.881,120.055,818.1,-18.86857,34.5,-,8.848697
140.45,392.8912,119.753,818.2,-18.86857,34.5,-,8.848697
140.5,391.9022,119.452,818.3,-19.812,34.5,-,8.848697
140.55,391.9022,119.452,818.3,-18.86857,34.5,-,8.848697
140.6,390.9126,119.150,818.4,-19.812,34.5,-,8.848697
140.65,390.9126,119.150,818.4,-19.812,34.5,-,8.848697
140.7,389.9237,118.849,818.5,-19.812,34.5,Main,8.848697
140.75,388.9349,118.547,818.6,-19.812,34.5,-,8.848697
140.8,387.9457,118.246,818.7,-19.812,34.5,-,8.848697
140.85,385.968,117.643,818.9,-19.812,34.5,-,8.848697
140.9,385.968,117.643,818.9,-17.92514,34.5,-,8.848697
140.95,383.9914,117.041,819.1,-18.86857,34.5,-,8.848697
141,382.0145,116.438,819.3,-18.86857,34.5,-,8.848697
141.05,380.038,115.836,819.5,-19.812,34.5,-,8.848697
141.1,379.0502,115.535,819.6,-18.86857,34.5,-,8.848697
141.15,378.0619,115.233,819.7,-19.812,34.5,-,8.848697
141.2,378.0619,115.233,819.7,-18.86857,34.5,-,8.848697
141.25,378.0619,115.233,819.7,-17.92514,34.5,-,8.848697
141.3,377.0743,114.932,819.8,-17.92514,34.5,-,8.848697
141.35,377.0743,114.932,819.8,-16.98171,34.5,-,8.848697
141.4,377.0743,114.932,819.8,-16.03829,34.5,-,8.848697
141.45,377.0743,114.932,819.8,-16.03829,34.5,-,8.848697
141.5,375.0988,114.330,820,-16.98171,34.5,-,8.848697
141.55,374.1115,114.029,820.1,-16.98171,34.5,-,8.848697
141.6,373.1237,113.728,820.2,-17.92514,34.5,-,8.848697
141.65,371.149,113.126,820.4,-18.86857,34.5,-,8.848697
141.7,369.1752,112.525,820.6,-20.75543,34.5,-,8.848697
141.75,367.2012,111.923,820.8,-21.69886,34.5,-,8.848697
141.8,366.2141,111.622,820.9,-21.69886,34.5,-,8.848697
141.85,365.2277,111.321,821,-21.69886,34.5,-,8.848697
141.9,364.2413,111.021,821.1,-20.75543,34.5,-,8.848697
141.95,363.2545,110.720,821.2,-21.69886,34.5,-,8.848697
142,362.2684,110.419,821.3,-20.75543,34.5,-,8.848697
142.05,361.2817,110.119,821.4,-19.812,34.5,-,8.848697
142.1,360.2958,109.818,821.5,-18.86857,34.5,-,8.848697
142.15,359.3099,109.518,821.6,-18.86857,34.5,-,8.848697
142.2,358.3236,109.217,821.7,-18.86857,34.5,-,8.848697
142.25,357.3379,108.917,821.8,-19.812,34.5,-,8.848697
142.3,355.3663,108.316,822,-21.68434,34.5,-,8.848697
142.35,354.3809,108.015,822.1,-21.68434,34.5,-,8.848697
142.4,354.3809,108.015,822.1,-21.68434,34.5,-,8.848697
142.45,353.3951,107.715,822.2,-22.62777,34.5,-,8.848697
142.5,351.4242,107.114,822.4,-24.50011,34.5,-,8.848697
142.55,351.4242,107.114,822.4,-22.61326,34.5,-,8.848697
142.6,350.4392,106.814,822.5,-22.61326,34.5,-,8.848697
142.65,349.4544,106.514,822.6,-22.61326,34.5,-,8.848697
142.7,348.469,106.213,822.7,-21.66983,34.5,-,8.848697
142.75,347.4843,105.913,822.8,-20.7264,34.5,-,8.848697
142.8,347.4843,105.913,822.8,-18.83954,34.5,-,8.848697
142.85,346.4991,105.613,822.9,-18.83954,34.5,-,8.848697
142.9,345.5146,105.313,823,-18.83954,34.5,-,8.848697
142.95,344.5302,105.013,823.1,-18.83954,34.5,-,8.848697
143,343.5453,104.713,823.2,-18.83954,34.5,-,8.848697
143.05,342.5612,104.413,823.3,-18.83954,34.5,-,8.848697
143.1,340.5924,103.813,823.5,-19.76846,34.5,-,8.848697
143.15,339.6086,103.513,823.6,-19.76846,34.5,-,8.848697
143.2,338.6241,103.213,823.7,-19.76846,34.5,-,8.848697
143.25,337.6404,102.913,823.8,-19.76846,34.5,-,8.848697
143.3,336.6562,102.613,823.9,-19.76846,34.5,-,8.848697
143.35,336.6562,102.613,823.9,-17.89611,34.5,-,8.848697
143.4,335.6727,102.313,824,-17.89611,34.5,-,8.848697
143.45,334.6892,102.013,824.1,-18.83954,34.5,-,8.848697
143.5,333.7053,101.713,824.2,-18.83954,34.5,-,8.848697
143.55,332.7221,101.414,824.3,-17.91063,34.5,-,8.848697
143.6,332.7221,101.414,824.3,-17.91063,34.5,-,8.848697
143.65,331.7384,101.114,824.4,-17.91063,34.5,-,8.848697
143.7,330.7553,100.814,824.5,-17.91063,34.5,-,8.848697
143.75,329.7724,100.515,824.6,-17.89611,34.5,-,8.848697
143.8,328.7889,100.215,824.7,-17.89611,34.5,-,8.848697
143.85,328.7889,100.215,824.7,-17.89611,34.5,-,8.848697
143.9,328.7889,100.215,824.7,-16.95269,34.5,-,8.848697
143.95,328.7889,100.215,824.7,-16.00926,34.5,-,8.848697
144,327.8062,99.915,824.8,-15.99474,34.5,-,8.848697
144.05,325.8404,99.316,825,-16.92366,34.5,-,8.848697
144.1,322.8927,98.418,825.3,-18.78148,34.5,-,8.848697
144.15,321.9099,98.118,825.4,-17.83806,34.5,-,8.848697
144.2,319.9459,97.520,825.6,-18.76697,34.5,-,8.848697
144.25,319.9459,97.520,825.6,-17.82354,34.5,-,8.848697
144.3,318.9634,97.220,825.7,-17.80903,34.5,-,8.848697
144.35,316.9993,96.621,825.9,-18.73794,34.5,-,8.848697
144.4,316.9993,96.621,825.9,-18.73794,34.5,-,8.848697
144.45,315.0362,96.023,826.1,-19.66686,34.5,-,8.848697
144.5,314.0542,95.724,826.2,-19.65234,34.5,-,8.848697
144.55,314.0542,95.724,826.2,-18.70891,34.5,-,8.848697
144.6,313.0729,95.425,826.3,-18.6944,34.5,-,8.848697
144.65,313.0729,95.425,826.3,-18.6944,34.5,-,8.848697
144.7,312.0911,95.125,826.4,-18.67988,34.5,-,8.848697
144.75,311.11,94.826,826.5,-18.66537,34.5,-,8.848697
144.8,310.129,94.527,826.6,-18.66537,34.5,-,8.848697
144.85,309.1474,94.228,826.7,-18.65086,34.5,-,8.848697
144.9,307.1853,93.630,826.9,-20.5232,34.5,-,8.848697
144.95,306.2047,93.331,827,-21.45211,34.5,-,8.848697
145,304.2431,92.733,827.2,-23.32446,34.5,-,8.848697
145.05,303.2628,92.435,827.3,-23.32446,34.5,-,8.848697
145.1,302.2819,92.136,827.4,-22.38103,34.5,-,8.848697
145.15,301.3018,91.837,827.5,-20.50868,34.5,-,8.848697
145.2,300.3217,91.538,827.6,-20.50868,34.5,-,8.848697
145.25,299.3412,91.239,827.7,-19.56526,34.5,-,8.848697
145.3,299.3412,91.239,827.7,-19.56526,34.5,-,8.848697
145.35,298.3613,90.941,827.8,-19.56526,34.5,-,8.848697
145.4,298.3613,90.941,827.8,-17.69291,34.5,-,8.848697
145.45,297.3809,90.642,827.9,-18.62183,34.5,-,8.848697
145.5,297.3809,90.642,827.9,-16.74949,34.5,-,8.848697
145.55,297.3809,90.642,827.9,-15.82057,34.5,-,8.848697
145.6,295.4217,90.045,828.1,-17.69291,34.5,-,8.848697
145.65,294.4416,89.746,828.2,-17.69291,34.5,-,8.848697
145.7,292.4823,89.149,828.4,-19.56526,34.5,-,8.848697
145.75,291.5031,88.850,828.5,-19.56526,34.5,-,8.848697
145.8,290.524,88.552,828.6,-19.56526,34.5,-,8.848697
145.85,289.5444,88.253,828.7,-19.56526,34.5,-,8.848697
145.9,288.5655,87.955,828.8,-19.56526,34.5,-,8.848697
145.95,288.5655,87.955,828.8,-17.69291,34.5,-,8.848697
146,286.6074,87.358,829,-18.62183,34.5,-,8.848697
146.05,285.6288,87.060,829.1,-17.6784,34.5,-,8.848697
146.1,285.6288,87.060,829.1,-16.74949,34.5,-,8.848697
146.15,284.6496,86.761,829.2,-16.74949,34.5,-,8.848697
146.2,283.6712,86.463,829.3,-16.74949,34.5,-,8.848697
146.25,282.6923,86.165,829.4,-16.74949,34.5,-,8.848697
146.3,281.714,85.866,829.5,-16.74949,34.5,-,8.848697
146.35,281.714,85.866,829.5,-16.74949,34.5,-,8.848697
146.4,280.7359,85.568,829.6,-16.74949,34.5,-,8.848697
146.45,279.7573,85.270,829.7,-17.6784,34.5,-,8.848697
146.5,278.7793,84.972,829.8,-17.6784,34.5,-,8.848697
146.55,277.8008,84.674,829.9,-18.60731,34.5,-,8.848697
146.6,276.8231,84.376,830,-19.53623,34.5,-,8.848697
146.65,275.8454,84.078,830.1,-18.5928,34.5,-,8.848697
146.7,274.8672,83.780,830.2,-18.5928,34.5,-,8.848697
146.75,273.8898,83.482,830.3,-17.64937,34.5,-,8.848697
146.8,272.9118,83.184,830.4,-17.64937,34.5,-,8.848697
146.85,270.9573,82.588,830.6,-18.57829,34.5,-,8.848697
146.9,269.9796,82.290,830.7,-18.57829,34.5,-,8.848697
146.95,269.0027,81.992,830.8,-18.57829,34.5,-,8.848697
147,268.0251,81.694,830.9,-19.5072,34.5,-,8.848697
147.05,267.0483,81.396,831,-18.57829,34.5,-,8.848697
147.1,266.0716,81.099,831.1,-18.57829,34.5,-,8.848697
147.15,265.0944,80.801,831.2,-19.5072,34.5,-,8.848697
147.2,264.1179,80.503,831.3,-19.5072,34.5,-,8.848697
147.25,263.1409,80.205,831.4,-19.5072,34.5,-,8.848697
147.3,262.1645,79.908,831.5,-19.5072,34.5,-,8.848697
147.35,261.1883,79.610,831.6,-19.5072,34.5,-,8.848697
147.4,260.2115,79.312,831.7,-20.43612,34.5,-,8.848697
147.45,259.2355,79.015,831.8,-20.43612,34.5,-,8.848697
147.5,258.259,78.717,831.9,-20.43612,34.5,-,8.848697
147.55,257.2831,78.420,832,-20.43612,34.5,-,8.848697
147.6,256.3073,78.122,832.1,-20.43612,34.5,-,8.848697
147.65,255.3311,77.825,832.2,-20.43612,34.5,-,8.848697
147.7,254.3555,77.528,832.3,-20.43612,34.5,-,8.848697
147.75,253.3794,77.230,832.4,-20.43612,34.5,-,8.848697
147.8,252.4041,76.933,832.5,-20.43612,34.5,-,8.848697
147.85,251.4288,76.635,832.6,-20.43612,34.5,-,8.848697
147.9,250.453,76.338,832.7,-19.5072,34.5,-,8.848697
147.95,249.4779,76.041,832.8,-19.5072,34.5,-,8.848697
148,248.5023,75.744,832.9,-19.5072,34.5,-,8.848697
148.05,247.5274,75.446,833,-19.5072,34.5,-,8.848697
148.1,246.5526,75.149,833.1,-19.5072,34.5,-,8.848697
148.15,245.5772,74.852,833.2,-19.5072,34.5,-,8.848697
148.2,244.6026,74.555,833.3,-19.5072,34.5,-,8.848697
148.25,243.6275,74.258,833.4,-19.5072,34.5,-,8.848697
148.3,242.6531,73.961,833.5,-19.5072,34.5,-,8.848697
148.35,241.6787,73.664,833.6,-19.5072,34.5,-,8.848697
148.4,240.7039,73.367,833.7,-19.5072,34.5,-,8.848697
148.45,239.7297,73.070,833.8,-19.5072,34.5,-,8.848697
148.5,238.7551,72.773,833.9,-19.5072,34.5,-,8.848697
148.55,237.7811,72.476,834,-19.5072,34.5,-,8.848697
148.6,237.7811,72.476,834,-18.57829,34.5,-,8.848697
148.65,236.8073,72.179,834.1,-18.57829,34.5,-,8.848697
148.7,235.8329,71.882,834.2,-18.57829,34.5,-,8.848697
148.75,234.8592,71.585,834.3,-18.57829,34.5,-,8.848697
148.8,232.9115,70.991,834.5,-19.5072,34.5,-,8.848697
148.85,231.9382,70.695,834.6,-19.5072,34.5,-,8.848697
148.9,231.9382,70.695,834.6,-18.57829,34.5,-,8.848697
148.95,230.9643,70.398,834.7,-18.57829,34.5,-,8.848697
149,229.9911,70.101,834.8,-18.57829,34.5,-,8.848697
149.05,229.9911,70.101,834.8,-17.64937,34.5,-,8.848697
149.1,228.0443,69.508,835,-18.57829,34.5,-,8.848697
149.15,227.0714,69.211,835.1,-18.57829,34.5,-,8.848697
149.2,226.098,68.915,835.2,-18.57829,34.5,-,8.848697
149.25,225.1252,68.618,835.3,-18.57829,34.5,-,8.848697
149.3,224.152,68.322,835.4,-18.57829,34.5,-,8.848697
149.35,222.207,67.729,835.6,-19.5072,34.5,-,8.848697
149.4,222.207,67.729,835.6,-18.57829,34.5,-,8.848697
149.45,221.2341,67.432,835.7,-18.57829,34.5,-,8.848697
149.5,220.2618,67.136,835.8,-18.57829,34.5,-,8.829249
149.55,219.289,66.839,835.9,-18.57829,34.5,-,8.829249
149.6,218.317,66.543,836,-18.57829,34.5,-,8.829249
149.65,217.345,66.247,836.1,-19.5072,34.5,-,8.829249
149.7,216.3725,65.950,836.2,-19.5072,34.5,-,8.829249
149.75,215.4007,65.654,836.3,-19.5072,34.5,-,8.829249
149.8,214.4284,65.358,836.4,-19.5072,34.5,-,8.829249
149.85,213.4568,65.062,836.5,-18.57829,34.5,-,8.829249
149.9,212.4853,64.766,836.6,-18.57829,34.5,-,8.829249
149.95,211.5133,64.469,836.7,-19.5072,34.5,-,8.829249
150,210.542,64.173,836.8,-19.5072,34.5,-,8.829249
150.05,210.542,64.173,836.8,-18.57829,34.5,-,8.829249
150.1,209.5702,63.877,836.9,-19.5072,34.5,-,8.829249
150.15,208.599,63.581,837,-18.57829,34.5,-,8.829249
150.2,208.599,63.581,837,-17.64937,34.5,-,8.829249
150.25,207.628,63.285,837.1,-17.64937,34.5,-,8.829249
150.3,206.6565,62.989,837.2,-17.64937,34.5,-,8.829249
150.35,205.6856,62.693,837.3,-17.64937,34.5,-,8.829249
150.4,204.7142,62.397,837.4,-16.72046,34.5,-,8.829249
150.45,203.7436,62.101,837.5,-17.64937,34.5,-,8.829249
150.5,202.773,61.805,837.6,-17.64937,34.5,-,8.829249
150.55,200.8316,61.213,837.8,-18.56377,34.5,-,8.848697
150.6,199.8607,60.918,837.9,-18.56377,34.5,-,8.848697
150.65,198.8905,60.622,838,-18.56377,34.5,-,8.848697
150.7,197.9204,60.326,838.1,-18.56377,34.5,-,8.848697
150.75,197.9204,60.326,838.1,-17.63486,34.5,-,8.848697
150.8,196.9498,60.030,838.2,-17.63486,34.5,-,8.848697
