Time [s],Altitude [ft.],Altitude [m],Pressure [mBar],Velocity [m/s],Temperature [°C],Events,Voltages [V]
42.1,2404.612,732.926,634.3,-19.73943,36.3,-,8.848697
42.15,2403.396,732.555,634.4,-19.73943,36.3,-,8.848697
42.2,2402.181,732.185,634.5,-19.73943,36.3,-,8.848697
42.25,2400.966,731.814,634.6,-19.73943,36.3,-,8.848697
42.3,2399.75,731.444,634.7,-19.73943,36.3,-,8.848697
42.35,2398.535,731.073,634.8,-19.73943,36.3,-,8.848697
42.4,2397.32,730.703,634.9,-19.73943,36.3,-,8.848697
42.45,2396.105,730.333,635,-19.73943,36.3,-,8.848697
42.5,2394.891,729.963,635.1,-20.90057,36.3,-,8.848697
42.55,2392.462,729.222,635.3,-22.0472,36.3,-,8.848697
42.6,2391.247,728.852,635.4,-23.20834,36.3,-,8.848697
42.65,2390.033,728.482,635.5,-22.0472,36.3,-,8.848697
42.7,2388.82,728.112,635.6,-23.20834,36.3,-,8.848697
42.75,2387.605,727.742,635.7,-23.20834,36.3,-,8.848697
42.8,2385.178,727.002,635.9,-24.35497,36.3,-,8.848697
42.85,2383.965,726.633,636,-24.35497,36.3,-,8.848697
42.9,2383.965,726.633,636,-23.19383,36.3,-,8.848697
42.95,2381.539,725.893,636.2,-25.5016,36.3,-,8.848697
43,2381.539,725.893,636.2,-25.5016,36.3,-,8.848697
43.05,2380.326,725.523,636.3,-24.34046,36.3,-,8.848697
43.1,2379.113,725.154,636.4,-24.34046,36.3,-,8.848697
43.15,2377.901,724.784,636.5,-25.5016,36.3,-,8.848697
43.2,2376.689,724.415,636.6,-25.5016,36.3,-,8.848697
43.25,2375.476,724.045,636.7,-25.5016,36.3,-,8.848697
43.3,2374.265,723.676,636.8,-25.5016,36.3,-,8.848697
43.35,2374.265,723.676,636.8,-24.34046,36.3,-,8.848697
43.4,2373.052,723.306,636.9,-24.34046,36.3,-,8.848697
43.45,2371.841,722.937,637,-24.32594,36.3,-,8.848697
43.5,2370.63,722.568,637.1,-24.31143,36.3,-,8.848697
43.55,2369.418,722.199,637.2,-24.31143,36.3,-,8.848697
43.6,2368.207,721.829,637.3,-23.15028,36.3,-,8.848697
43.65,2366.995,721.460,637.4,-23.15028,36.3,-,8.848697
43.7,2366.995,721.460,637.4,-21.98914,36.3,-,8.848697
43.75,2365.784,721.091,637.5,-21.97463,36.3,-,8.848697
43.8,2364.574,720.722,637.6,-21.96012,36.3,-,8.848697
43.85,2363.363,720.353,637.7,-20.79897,36.3,-,8.848697
43.9,2362.152,719.984,637.8,-20.78446,36.3,-,8.848697
43.95,2360.942,719.615,637.9,-21.93108,36.3,-,8.848697
44,2359.732,719.246,638,-20.76994,36.3,-,8.848697
44.05,2359.732,719.246,638,-20.76994,36.3,-,8.848697
44.1,2358.522,718.878,638.1,-20.75543,36.3,-,8.848697
44.15,2358.522,718.878,638.1,-19.59428,36.3,-,8.848697
44.2,2356.102,718.140,638.3,-20.74092,36.3,-,8.848697
44.25,2354.892,717.771,638.4,-20.7264,36.3,-,8.848697
44.3,2352.474,717.034,638.6,-21.87303,36.3,-,8.848697
44.35,2351.264,716.665,638.7,-21.85851,36.3,-,8.848697
44.4,2348.846,715.928,638.9,-24.16628,36.3,-,8.848697
44.45,2348.846,715.928,638.9,-23.00514,36.3,-,8.848697
44.5,2347.638,715.560,639,-23.00514,36.3,-,8.848697
44.55,2346.43,715.192,639.1,-23.00514,36.2,-,8.848697
44.6,2345.221,714.823,639.2,-22.99063,36.2,-,8.848697
44.65,2344.013,714.455,639.3,-22.99063,36.2,-,8.848697
44.7,2342.805,714.087,639.4,-22.97611,36.2,-,8.848697
44.75,2342.805,714.087,639.4,-22.97611,36.2,-,8.848697
44.8,2342.805,714.087,639.4,-21.82948,36.2,-,8.848697
44.85,2341.597,713.719,639.5,-21.82948,36.2,-,8.848697
44.9,2340.39,713.351,639.6,-21.82948,36.2,-,8.848697
44.95,2339.182,712.983,639.7,-21.82948,36.2,-,8.848697
45,2339.182,712.983,639.7,-20.68286,36.2,-,8.848697
45.05,2336.767,712.247,639.9,-21.82948,36.2,-,8.848697
45.1,2336.767,712.247,639.9,-21.82948,36.2,-,8.848697
45.15,2334.353,711.511,640.1,-22.97611,36.2,-,8.848697
45.2,2333.146,711.143,640.2,-24.12274,36.2,-,8.848697
45.25,2331.939,710.775,640.3,-22.9616,36.2,-,8.848697
45.3,2330.732,710.407,640.4,-22.9616,36.2,-,8.848697
45.35,2330.732,710.407,640.4,-20.65383,36.2,-,8.848697
45.4,2329.526,710.040,640.5,-20.65383,36.2,-,8.848697
45.45,2328.32,709.672,640.6,-19.49269,36.2,-,8.848697
45.5,2327.114,709.304,640.7,-20.63931,36.2,-,8.868145
45.55,2325.908,708.937,640.8,-20.63931,36.2,-,8.868145
45.6,2324.702,708.569,640.9,-20.63931,36.2,-,8.868145
45.65,2323.497,708.202,641,-20.63931,36.2,-,8.868145
45.7,2322.292,707.835,641.1,-20.63931,36.2,-,8.868145
45.75,2321.086,707.467,641.2,-20.63931,36.2,-,8.868145
45.8,2319.881,707.100,641.3,-21.78594,36.2,-,8.868145
45.85,2318.676,706.732,641.4,-22.93257,36.2,-,8.868145
45.9,2317.471,706.365,641.5,-22.93257,36.2,-,8.868145
45.95,2317.471,706.365,641.5,-21.78594,36.2,-,8.868145
46,2316.266,705.998,641.6,-21.78594,36.2,-,8.868145
46.05,2315.062,705.631,641.7,-22.93257,36.2,-,8.868145
46.1,2315.062,705.631,641.7,-20.63931,36.2,-,8.868145
46.15,2312.653,704.897,641.9,-22.93257,36.2,-,8.868145
46.2,2311.449,704.530,642,-21.78594,36.2,-,8.868145
46.25,2310.245,704.163,642.1,-21.78594,36.2,-,8.868145
46.3,2309.041,703.796,642.2,-21.78594,36.2,-,8.868145
46.35,2307.838,703.429,642.3,-21.78594,36.2,-,8.868145
46.4,2306.634,703.062,642.4,-22.93257,36.2,-,8.868145
46.45,2305.431,702.695,642.5,-22.93257,36.2,-,8.868145
46.5,2304.228,702.329,642.6,-22.93257,36.2,-,8.868145
46.55,2303.024,701.962,642.7,-22.93257,36.2,-,8.848697
46.6,2301.822,701.595,642.8,-22.93257,36.2,-,8.848697
46.65,2301.822,701.595,642.8,-21.78594,36.2,-,8.848697
46.7,2300.618,701.228,642.9,-21.78594,36.2,-,8.848697
46.75,2299.416,700.862,643,-21.78594,36.2,-,8.848697
46.8,2298.214,700.496,643.1,-21.78594,36.2,-,8.848697
46.85,2297.011,700.129,643.2,-21.78594,36.2,-,8.848697
46.9,2295.81,699.763,643.3,-21.78594,36.2,-,8.848697
46.95,2294.607,699.396,643.4,-21.78594,36.2,-,8.848697
47,2293.406,699.030,643.5,-22.93257,36.2,-,8.848697
47.05,2292.204,698.664,643.6,-22.93257,36.2,-,8.848697
47.1,2291.002,698.297,643.7,-22.93257,36.2,-,8.848697
47.15,2288.599,697.565,643.9,-25.22583,36.2,-,8.848697
47.2,2287.399,697.199,644,-24.0792,36.2,-,8.848697
47.25,2287.399,697.199,644,-22.93257,36.2,-,8.848697
47.3,2284.997,696.467,644.2,-24.0792,36.2,-,8.848697
47.35,2284.997,696.467,644.2,-22.93257,36.2,-,8.848697
47.4,2283.797,696.101,644.3,-22.93257,36.2,-,8.848697
47.45,2282.595,695.735,644.4,-22.93257,36.2,-,8.848697
47.5,2281.396,695.370,644.5,-22.93257,36.1,-,8.848697
47.55,2280.196,695.004,644.6,-22.93257,36.1,-,8.848697
47.6,2280.196,695.004,644.6,-21.78594,36.1,-,8.848697
47.65,2277.796,694.272,644.8,-22.91806,36.1,-,8.848697
47.7,2277.796,694.272,644.8,-22.91806,36.1,-,8.848697
47.75,2276.595,693.906,644.9,-22.91806,36.1,-,8.848697
47.8,2275.396,693.541,645,-22.91806,36.1,-,8.848697
47.85,2275.396,693.541,645,-21.77143,36.1,-,8.848697
47.9,2274.197,693.175,645.1,-21.77143,36.1,-,8.848697
47.95,2272.997,692.809,645.2,-21.77143,36.1,-,8.848697
48,2271.799,692.444,645.3,-21.77143,36.1,-,8.848697
48.05,2270.599,692.079,645.4,-21.77143,36.1,-,8.848697
48.1,2269.401,691.713,645.5,-21.77143,36.1,-,8.848697
48.15,2269.401,691.713,645.5,-20.6248,36.1,-,8.848697
48.2,2268.202,691.348,645.6,-19.47817,36.1,-,8.848697
48.25,2267.003,690.983,645.7,-19.47817,36.1,-,8.848697
48.3,2265.805,690.617,645.8,-20.6248,36.1,-,8.848697
48.35,2265.805,690.617,645.8,-18.33154,36.1,-,8.848697
48.4,2263.409,689.887,646,-20.61028,36.1,-,8.848697
48.45,2262.211,689.522,646.1,-20.61028,36.1,-,8.848697
48.5,2259.816,688.792,646.3,-21.7424,36.1,-,8.848697
48.55,2258.618,688.427,646.4,-21.7424,36.2,-,8.848697
48.6,2257.421,688.062,646.5,-21.7424,36.2,-,8.848697
48.65,2256.224,687.697,646.6,-22.88903,36.2,-,8.848697
48.7,2255.026,687.332,646.7,-21.75691,36.2,-,8.848697
48.75,2253.83,686.967,646.8,-22.90354,36.2,-,8.848697
48.8,2253.83,686.967,646.8,-21.75691,36.2,-,8.848697
48.85,2252.633,686.603,646.9,-21.75691,36.2,-,8.848697
48.9,2251.437,686.238,647,-22.88903,36.2,-,8.848697
48.95,2250.24,685.873,647.1,-22.87452,36.2,-,8.848697
49,2249.044,685.509,647.2,-22.87452,36.2,-,8.848697
49.05,2249.044,685.509,647.2,-21.72788,36.2,-,8.848697
49.1,2246.651,684.779,647.4,-22.86,36.2,-,8.848697
49.15,2245.456,684.415,647.5,-22.84548,36.2,-,8.848697
49.2,2244.26,684.050,647.6,-23.9776,36.2,-,8.848697
49.25,2244.26,684.050,647.6,-22.83097,36.2,-,8.848697
49.3,2241.87,683.322,647.8,-23.96309,36.2,-,8.848697
49.35,2241.87,683.322,647.8,-22.81646,36.2,-,8.848697
49.4,2240.674,682.957,647.9,-23.94857,36.2,-,8.848697
49.45,2240.674,682.957,647.9,-21.66983,36.2,-,8.848697
49.5,2238.284,682.229,648.1,-22.80194,36.1,-,8.868145
49.55,2238.284,682.229,648.1,-20.5232,36.1,-,8.868145
49.6,2237.089,681.865,648.2,-20.50868,36.1,-,8.868145
49.65,2235.895,681.501,648.3,-20.49417,36.1,-,8.868145
49.7,2234.7,681.137,648.4,-20.47966,36.1,-,8.868145
49.75,2233.506,680.773,648.5,-20.46514,36.1,-,8.868145
49.8,2232.312,680.409,648.6,-20.45063,36.1,-,8.868145
49.85,2231.118,680.045,648.7,-21.58274,36.1,-,8.868145
49.9,2229.924,679.681,648.8,-21.56823,36.1,-,8.868145
49.95,2228.73,679.317,648.9,-21.56823,36.1,-,8.868145
50,2227.537,678.953,649,-21.56823,36.1,-,8.868145
50.05,2226.344,678.590,649.1,-21.55371,36.1,-,8.868145
50.1,2225.15,678.226,649.2,-22.68583,36.1,-,8.868145
50.15,2222.764,677.498,649.4,-22.68583,36.1,-,8.868145
50.2,2221.571,677.135,649.5,-22.68583,36.1,-,8.868145
50.25,2220.379,676.772,649.6,-22.68583,36.1,-,8.868145
50.3,2220.379,676.772,649.6,-22.68583,36.1,-,8.868145
50.35,2219.186,676.408,649.7,-21.5392,36.1,-,8.868145
50.4,2217.993,676.044,649.8,-22.67131,36.1,-,8.868145
50.45,2217.993,676.044,649.8,-21.5392,36.1,-,8.868145
50.5,2216.801,675.681,649.9,-22.67131,36.1,-,8.868145
50.55,2216.801,675.681,649.9,-20.39257,36.1,-,8.848697
50.6,2215.609,675.318,650,-21.52468,36.1,-,8.848697
50.65,2214.417,674.954,650.1,-21.52468,36.1,-,8.848697
50.7,2213.225,674.591,650.2,-21.52468,36.1,-,8.848697
50.75,2212.034,674.228,650.3,-21.52468,36.1,-,8.848697
50.8,2210.842,673.865,650.4,-21.52468,36.1,-,8.848697
50.85,2208.46,673.139,650.6,-22.6568,36.1,-,8.848697
50.9,2207.269,672.776,650.7,-22.6568,36.1,-,8.848697
50.95,2206.078,672.413,650.8,-22.6568,36.1,-,8.848697
51,2204.887,672.050,650.9,-22.6568,36.1,-,8.848697
51.05,2203.696,671.687,651,-22.6568,36.1,-,8.848697
51.1,2202.506,671.324,651.1,-22.6568,36.1,-,8.848697
51.15,2201.315,670.961,651.2,-22.6568,36.1,-,8.848697
51.2,2200.126,670.598,651.3,-21.51017,36.1,-,8.848697
51.25,2198.935,670.235,651.4,-21.51017,36.1,-,8.848697
51.3,2200.126,670.598,651.3,-19.24594,36.1,-,8.848697
51.35,2198.935,670.235,651.4,-20.37806,36.1,-,8.848697
51.4,2198.935,670.235,651.4,-19.24594,36.1,-,8.848697
51.45,2197.746,669.873,651.5,-19.24594,36.1,-,8.848697
51.5,2196.556,669.510,651.6,-20.37806,36.1,-,8.868145
51.55,2195.366,669.148,651.7,-20.37806,36.1,-,8.868145
51.6,2194.177,668.785,651.8,-21.51017,36.1,-,8.868145
51.65,2192.987,668.422,651.9,-21.51017,36.1,-,8.868145
51.7,2190.61,667.698,652.1,-22.64228,36.1,-,8.868145
51.75,2189.421,667.336,652.2,-22.64228,36.1,-,8.868145
51.8,2188.232,666.973,652.3,-22.64228,36.1,-,8.868145
51.85,2187.043,666.611,652.4,-22.64228,36.1,-,8.868145
51.9,2185.855,666.249,652.5,-21.51017,36.1,-,8.868145
51.95,2184.667,665.887,652.6,-21.51017,36.1,-,8.868145
52,2183.479,665.524,652.7,-21.51017,36.1,-,8.868145
52.05,2183.479,665.524,652.7,-20.37806,36.1,-,8.868145
52.1,2182.291,665.162,652.8,-20.37806,36.1,-,8.868145
52.15,2181.103,664.800,652.9,-20.37806,36.1,-,8.868145
52.2,2178.728,664.076,653.1,-21.51017,36.1,-,8.868145
52.25,2178.728,664.076,653.1,-20.37806,36.1,-,8.868145
52.3,2177.54,663.714,653.2,-20.37806,36.1,-,8.868145
52.35,2177.54,663.714,653.2,-21.51017,36.1,-,8.868145
52.4,2176.354,663.353,653.3,-21.51017,36.1,-,8.868145
52.45,2173.979,662.629,653.5,-23.7744,36.1,-,8.868145
52.5,2173.979,662.629,653.5,-22.64228,36.1,-,8.868145
52.55,2172.793,662.267,653.6,-22.64228,36.1,-,8.848697
52.6,2171.606,661.906,653.7,-22.64228,36.1,-,8.848697
52.65,2170.42,661.544,653.8,-22.64228,36.1,-,8.848697
52.7,2169.233,661.182,653.9,-22.64228,36.1,-,8.848697
52.75,2168.047,660.821,654,-21.51017,36.1,-,8.848697
52.8,2166.861,660.459,654.1,-21.51017,36.1,-,8.848697
52.85,2165.675,660.098,654.2,-21.51017,36.1,-,8.848697
52.9,2164.49,659.737,654.3,-21.51017,36.1,-,8.848697
52.95,2163.303,659.375,654.4,-21.51017,36.1,-,8.848697
53,2160.933,658.652,654.6,-22.64228,36.1,-,8.848697
53.05,2159.748,658.291,654.7,-22.64228,36.1,-,8.848697
53.1,2158.563,657.930,654.8,-23.7744,36.1,-,8.848697
53.15,2157.378,657.569,654.9,-23.7744,36.1,-,8.848697
53.2,2156.193,657.208,655,-23.7744,36.1,-,8.848697
53.25,2156.193,657.208,655,-21.51017,36.1,-,8.848697
53.3,2155.009,656.847,655.1,-22.64228,36.1,-,8.848697
53.35,2153.824,656.486,655.2,-22.64228,36.1,-,8.848697
53.4,2153.824,656.486,655.2,-22.64228,36.1,-,8.848697
53.45,2152.64,656.125,655.3,-22.64228,36.1,-,8.848697
53.5,2151.456,655.764,655.4,-21.51017,36.1,-,8.848697
53.55,2150.272,655.403,655.5,-22.64228,36.1,-,8.848697
53.6,2149.088,655.042,655.6,-22.64228,36.1,-,8.848697
53.65,2149.088,655.042,655.6,-21.51017,36.1,-,8.848697
53.7,2146.721,654.321,655.8,-22.62777,36.1,-,8.848697
53.75,2144.354,653.599,656,-23.74537,36.1,-,8.848697
53.8,2143.171,653.239,656.1,-23.74537,36.1,-,8.848697
53.85,2141.988,652.878,656.2,-23.74537,36.1,-,8.848697
53.9,2140.805,652.517,656.3,-23.74537,36.1,-,8.848697
53.95,2139.622,652.157,656.4,-23.74537,36.1,-,8.848697
54,2138.44,651.797,656.5,-23.74537,36.1,-,8.848697
54.05,2137.258,651.436,656.6,-22.61326,36.1,-,8.848697
54.1,2136.075,651.076,656.7,-22.61326,36.1,-,8.848697
54.15,2136.075,651.076,656.7,-21.48114,36.1,-,8.848697
54.2,2134.894,650.716,656.8,-21.48114,36.1,-,8.848697
54.25,2133.711,650.355,656.9,-21.48114,36.1,-,8.848697
54.3,2133.711,650.355,656.9,-21.48114,36.1,-,8.848697
54.35,2132.53,649.995,657,-21.48114,36.1,-,8.848697
54.4,2131.348,649.635,657.1,-21.48114,36.1,-,8.848697
54.45,2131.348,649.635,657.1,-21.48114,36.1,-,8.848697
54.5,2131.348,649.635,657.1,-20.34903,36.1,-,8.848697
54.55,2130.167,649.275,657.2,-20.34903,36.1,-,8.848697
54.6,2127.804,648.555,657.4,-21.46663,36.1,-,8.848697
54.65,2126.623,648.195,657.5,-21.45211,36.1,-,8.848697
54.7,2125.442,647.835,657.6,-22.56972,36.1,-,8.848697
54.75,2124.261,647.475,657.7,-21.45211,36.1,-,8.848697
54.8,2123.081,647.115,657.8,-20.32,36.1,-,8.848697
54.85,2120.72,646.395,658,-21.4376,36.1,-,8.848697
54.9,2119.54,646.036,658.1,-21.42308,36.1,-,8.848697
54.95,2118.359,645.676,658.2,-21.40857,36.1,-,8.848697
55,2117.18,645.316,658.3,-21.39406,36.1,-,8.848697
55.05,2117.18,645.316,658.3,-20.26194,36.1,-,8.848697
55.1,2116,644.957,658.4,-20.24743,36.1,-,8.848697
55.15,2113.641,644.238,658.6,-21.36503,36.1,-,8.848697
55.2,2112.461,643.878,658.7,-22.48263,36.1,-,8.848697
55.25,2112.461,643.878,658.7,-21.35052,36.1,-,8.848697
55.3,2111.282,643.519,658.8,-21.336,36.1,-,8.848697
55.35,2110.103,643.159,658.9,-22.4536,36.1,-,8.848697
55.4,2110.103,643.159,658.9,-21.32148,36.1,-,8.848697
55.45,2110.103,643.159,658.9,-20.18937,36.1,-,8.848697
55.5,2107.746,642.441,659.1,-22.43909,36.1,-,8.848697
55.55,2106.567,642.082,659.2,-23.55668,36.1,-,8.848697
55.6,2104.21,641.363,659.4,-24.67428,36.1,-,8.848697
55.65,2104.21,641.363,659.4,-22.42457,36.1,-,8.848697
55.7,2103.032,641.004,659.5,-22.42457,36.1,-,8.848697
55.75,2101.854,640.645,659.6,-22.42457,36.1,-,8.848697
55.8,2100.676,640.286,659.7,-22.41006,36.1,-,8.848697
55.85,2099.499,639.927,659.8,-22.41006,36.1,-,8.848697
55.9,2097.144,639.209,660,-22.41006,36.1,-,8.848697
55.95,2095.967,638.851,660.1,-22.41006,36.1,-,8.848697
56,2095.967,638.851,660.1,-21.29246,36.1,-,8.848697
56.05,2093.612,638.133,660.3,-22.41006,36.1,-,8.848697
56.1,2092.435,637.774,660.4,-23.52766,36.1,-,8.848697
56.15,2092.435,637.774,660.4,-22.41006,36.1,-,8.848697
56.2,2091.259,637.416,660.5,-21.27794,36.1,-,8.848697
56.25,2090.082,637.057,660.6,-21.27794,36.1,-,8.848697
56.3,2088.905,636.698,660.7,-22.39554,36.1,-,8.848697
56.35,2087.729,636.340,660.8,-22.39554,36.1,-,8.848697
56.4,2086.553,635.981,660.9,-22.39554,36.1,-,8.848697
56.45,2086.553,635.981,660.9,-22.39554,36.1,-,8.848697
56.5,2085.377,635.623,661,-23.51314,36.1,-,8.848697
56.55,2084.201,635.264,661.1,-22.38103,36,-,8.848697
56.6,2083.025,634.906,661.2,-22.38103,36,-,8.848697
56.65,2083.025,634.906,661.2,-20.13132,36,-,8.848697
56.7,2081.85,634.548,661.3,-21.24891,36,-,8.848697
56.75,2079.499,633.831,661.5,-22.36651,36,-,8.848697
56.8,2078.324,633.473,661.6,-22.36651,36,-,8.848697
56.85,2075.974,632.757,661.8,-23.48411,36,-,8.848697
56.9,2075.974,632.757,661.8,-22.36651,36,-,8.848697
56.95,2074.799,632.399,661.9,-21.2344,36,-,8.848697
57,2073.625,632.041,662,-21.2344,36,-,8.848697
57.05,2072.451,631.683,662.1,-22.352,36,-,8.848697
57.1,2071.276,631.325,662.2,-21.2344,36,-,8.848697
57.15,2070.102,630.967,662.3,-21.2344,36,-,8.848697
57.2,2068.928,630.609,662.4,-22.352,36,-,8.848697
57.25,2067.754,630.251,662.5,-22.352,36,-,8.848697
57.3,2066.581,629.894,662.6,-22.352,36,-,8.848697
57.35,2065.407,629.536,662.7,-22.352,36,-,8.848697
57.4,2065.407,629.536,662.7,-21.2344,36,-,8.848697
57.45,2064.234,629.179,662.8,-21.2344,36,-,8.848697
57.5,2061.887,628.463,663,-23.4696,36,-,8.868145
57.55,2061.887,628.463,663,-22.352,36,-,8.868145
57.6,2060.715,628.106,663.1,-22.352,36,-,8.868145
57.65,2059.542,627.748,663.2,-22.352,36,-,8.868145
57.7,2059.542,627.748,663.2,-22.352,36,-,8.868145
57.75,2058.369,627.391,663.3,-22.352,36,-,8.868145
57.8,2057.196,627.033,663.4,-21.2344,36,-,8.868145
57.85,2057.196,627.033,663.4,-20.1168,36,-,8.868145
57.9,2057.196,627.033,663.4,-17.8816,36,-,8.868145
57.95,2056.024,626.676,663.5,-18.9992,36,-,8.868145
58,2053.679,625.961,663.7,-20.1168,36,-,8.868145
58.05,2051.335,625.247,663.9,-21.2344,36,-,8.868145
58.1,2050.164,624.890,664,-21.2344,36,-,8.868145
58.15,2048.993,624.533,664.1,-21.2344,36,-,8.868145
58.2,2047.821,624.176,664.2,-21.2344,36,-,8.868145
58.25,2046.65,623.819,664.3,-21.2344,36,-,8.868145
58.3,2045.478,623.462,664.4,-21.2344,36,-,8.868145
58.35,2044.308,623.105,664.5,-21.2344,36,-,8.868145
58.4,2043.137,622.748,664.6,-21.2344,36,-,8.868145
58.45,2041.966,622.391,664.7,-22.352,36,-,8.868145
58.5,2040.796,622.035,664.8,-22.352,36,-,8.868145
58.55,2040.796,622.035,664.8,-20.1168,36,-,8.848697
58.6,2039.625,621.678,664.9,-21.2344,36,-,8.848697
58.65,2038.455,621.321,665,-21.2344,36,-,8.848697
58.7,2038.455,621.321,665,-20.1168,36,-,8.848697
58.75,2037.285,620.964,665.1,-21.2344,36,-,8.848697
58.8,2034.945,620.251,665.3,-22.352,36,-,8.848697
58.85,2033.775,619.895,665.4,-22.352,36,-,8.848697
58.9,2033.775,619.895,665.4,-22.352,36,-,8.848697
58.95,2031.437,619.182,665.6,-24.57269,36,-,8.848697
59,2031.437,619.182,665.6,-23.45508,36,-,8.848697
59.05,2030.267,618.825,665.7,-22.33748,36,-,8.848697
59.1,2029.098,618.469,665.8,-21.21988,36,-,8.848697
59.15,2027.929,618.113,665.9,-21.21988,36,-,8.848697
59.2,2026.76,617.756,666,-21.21988,36,-,8.848697
59.25,2025.592,617.400,666.1,-21.21988,36,-,8.848697
59.3,2024.423,617.044,666.2,-21.21988,36,-,8.848697
59.35,2023.255,616.688,666.3,-21.21988,36,-,8.848697
59.4,2022.086,616.332,666.4,-21.21988,36,-,8.848697
59.45,2020.918,615.976,666.5,-21.21988,36,-,8.848697
59.5,2019.75,615.620,666.6,-21.21988,36,-,8.848697
59.55,2018.582,615.264,666.7,-21.21988,36,-,8.848697
59.6,2017.415,614.908,666.8,-22.33748,36,-,8.848697
59.65,2016.247,614.552,666.9,-22.33748,36,-,8.848697
59.7,2016.247,614.552,666.9,-21.21988,36,-,8.848697
59.75,2015.079,614.196,667,-22.33748,36,-,8.848697
59.8,2015.079,614.196,667,-21.21988,36,-,8.848697
59.85,2015.079,614.196,667,-18.98468,36,-,8.848697
59.9,2013.912,613.840,667.1,-18.98468,36,-,8.848697
59.95,2012.745,613.485,667.2,-20.10228,36,-,8.848697
60,2012.745,613.485,667.2,-17.8816,36,-,8.848697
60.05,2010.411,612.773,667.4,-20.10228,36,-,8.848697
60.1,2008.078,612.062,667.6,-21.20537,36,-,8.848697
60.15,2005.745,611.351,667.8,-22.30846,36,-,8.848697
60.2,2003.413,610.640,668,-23.41154,36,-,8.848697
60.25,2002.248,610.285,668.1,-23.39703,36,-,8.848697
60.3,2001.081,609.929,668.2,-23.39703,36,-,8.848697
60.35,2001.081,609.929,668.2,-22.27943,36,-,8.848697
60.4,1999.916,609.574,668.3,-22.26492,36,-,8.848697
60.45,1999.916,609.574,668.3,-21.14731,36,-,8.848697
60.5,1998.75,609.219,668.4,-21.1328,36,-,8.848697
60.55,1998.75,609.219,668.4,-20.0152,35.9,-,8.848697
60.6,1997.585,608.864,668.5,-20.00068,35.9,-,8.848697
60.65,1997.585,608.864,668.5,-18.88309,35.9,-,8.848697
60.7,1996.42,608.509,668.6,-18.86857,35.9,-,8.848697
60.75,1995.255,608.154,668.7,-19.97166,35.9,-,8.848697
60.8,1994.09,607.799,668.8,-19.95714,35.9,-,8.848697
60.85,1991.761,607.089,669,-22.17783,35.9,-,8.848697
60.9,1990.597,606.734,669.1,-23.28091,35.9,-,8.848697
60.95,1988.268,606.024,669.3,-24.384,35.9,-,8.848697
61,1985.94,605.315,669.5,-25.48709,35.9,-,8.848697
61.05,1984.776,604.960,669.6,-26.59017,35.9,-,8.848697
61.1,1984.776,604.960,669.6,-24.36948,35.9,-,8.848697
61.15,1983.612,604.605,669.7,-23.25188,35.9,-,8.848697
61.2,1982.449,604.250,669.8,-22.13428,35.9,-,8.848697
61.25,1981.286,603.896,669.9,-21.01668,35.9,-,8.848697
61.3,1980.123,603.541,670,-21.01668,35.9,-,8.848697
61.35,1978.96,603.187,670.1,-21.00217,35.9,-,8.848697
61.4,1977.796,602.832,670.2,-22.10526,35.9,-,8.848697
61.45,1976.634,602.478,670.3,-22.10526,35.9,-,8.848697
61.5,1976.634,602.478,670.3,-22.10526,35.9,-,8.868145
61.55,1975.471,602.124,670.4,-22.10526,35.9,-,8.868145
61.6,1974.309,601.769,670.5,-23.20834,35.9,-,8.868145
61.65,1973.147,601.415,670.6,-23.20834,35.9,-,8.868145
61.7,1971.984,601.061,670.7,-24.31143,35.9,-,8.868145
61.75,1970.822,600.707,670.8,-24.31143,35.9,-,8.868145
61.8,1969.66,600.352,670.9,-24.31143,35.9,-,8.868145
61.85,1969.66,600.352,670.9,-23.20834,35.9,-,8.868145
61.9,1968.498,599.998,671,-22.09074,35.9,-,8.868145
61.95,1966.175,599.290,671.2,-23.19383,35.9,-,8.868145
62,1966.175,599.290,671.2,-20.97314,35.9,-,8.868145
62.05,1963.852,598.582,671.4,-20.95863,35.9,-,8.868145
62.1,1962.692,598.229,671.5,-20.95863,35.9,-,8.868145
62.15,1961.531,597.875,671.6,-22.06171,35.9,-,8.868145
62.2,1960.37,597.521,671.7,-22.06171,35.9,-,8.868145
62.25,1959.209,597.167,671.8,-22.06171,35.9,-,8.868145
62.3,1958.048,596.813,671.9,-22.06171,35.9,-,8.868145
62.35,1956.888,596.459,672,-22.06171,35.9,-,8.868145
62.4,1955.728,596.106,672.1,-22.06171,35.9,-,8.868145
62.45,1954.568,595.752,672.2,-22.06171,35.9,-,8.868145
62.5,1953.408,595.399,672.3,-22.06171,35.9,-,8.868145
62.55,1953.408,595.399,672.3,-22.06171,35.9,-,8.848697
62.6,1952.248,595.045,672.4,-22.06171,35.9,-,8.848697
62.65,1951.088,594.692,672.5,-22.06171,35.9,-,8.848697
62.7,1949.929,594.338,672.6,-22.06171,35.9,-,8.848697
62.75,1949.929,594.338,672.6,-20.95863,35.9,-,8.848697
62.8,1948.769,593.985,672.7,-20.95863,35.9,-,8.848697
62.85,1947.61,593.632,672.8,-20.95863,35.9,-,8.848697
62.9,1946.451,593.278,672.9,-22.06171,35.9,-,8.848697
62.95,1945.292,592.925,673,-22.06171,35.9,-,8.848697
63,1944.134,592.572,673.1,-20.95863,35.9,-,8.848697
